"Date","FCP.LYS1_1","FCP.LYS1_2","FCP.LYS1_3","FCP.LYS1_4","FCP.LYS1_5","FCP.LYS1_6","FCP.LYS1_SWP"
"2025-06-25",0.392576388888889,0.30275,0.325833333333333,0.331635416666667,0.35284375,0.375611111111111,-12.8815972222222
"2025-06-26",0.38878125,0.301489583333333,0.325,0.330291666666667,0.351861111111111,0.37415625,-13.3913194444444
"2025-06-27",0.385559027777778,0.300357638888889,0.324861111111111,0.329666666666667,0.351,0.373027777777778,-13.878125
"2025-06-28",0.378875,0.297357638888889,0.323819444444444,0.328826388888889,0.350614583333333,0.372170138888889,-14.5270833333333
"2025-06-29",0.36959375,0.292916666666667,0.322572916666667,0.327510416666667,0.349753472222222,0.371260416666667,-15.1652777777778
"2025-06-30",0.359770833333333,0.287350694444444,0.320517361111111,0.325961805555556,0.348527777777778,0.370263888888889,-15.9100694444444
"2025-07-01",0.359944444444444,0.286395833333333,0.320076388888889,0.325090277777778,0.348,0.37,-16.23125
"2025-07-02",0.3644375,0.289138888888889,0.322322916666667,0.325878472222222,0.348350694444444,0.37,-16.3034722222222
"2025-07-03",0.364052083333333,0.289756944444444,0.323704861111111,0.32696875,0.349364583333333,0.37,-16.4184027777778
"2025-07-04",0.364826388888889,0.290440972222222,0.32475,0.327625,0.35,0.370361111111111,-16.6243055555556
"2025-07-05",0.36121875,0.28903125,0.324621527777778,0.328704861111111,0.350975694444444,0.371,-16.721875
"2025-07-06",0.35959375,0.287135416666667,0.323673611111111,0.328506944444444,0.351,0.371121527777778,-16.9277777777778
"2025-07-07",0.360548611111111,0.286666666666667,0.323319444444444,0.328,0.351,0.3710625,-17.1631944444444
"2025-07-08",0.362357638888889,0.287607638888889,0.323996527777778,0.3279375,0.351,0.3710625,-17.503125
"2025-07-09",0.3624375,0.28796875,0.324878472222222,0.328020833333333,0.351,0.371805555555556,-17.9256944444444
"2025-07-10",0.360673611111111,0.287034722222222,0.325,0.328309027777778,0.351604166666667,0.372,-18.4399305555556
"2025-07-11",0.358197916666667,0.285270833333333,0.324739583333333,0.328576388888889,0.352027777777778,0.372340277777778,-18.9270833333333
"2025-07-12",0.366232638888889,0.284395833333333,0.323795138888889,0.32825,0.352381944444444,0.372954861111111,-19.3482638888889
"2025-07-13",0.377555555555556,0.286163194444444,0.323763888888889,0.328663194444444,0.353659722222222,0.374638888888889,-19.6972222222222
"2025-07-14",0.376461805555556,0.28834375,0.324493055555556,0.329003472222222,0.354,0.375,-19.7861111111111
"2025-07-15",0.425794871794872,0.328794871794872,0.346,0.34517094017094,0.368,0.394,-10.6059829059829
"2025-07-16",0.421826388888889,0.325638888888889,0.344989583333333,0.345017361111111,0.367684027777778,0.394,-10.9527777777778
"2025-07-17",0.420364583333333,0.325715277777778,0.3461875,0.346940972222222,0.368138888888889,0.393930555555556,-11.0489583333333
"2025-07-18",0.433274305555556,0.338152777777778,0.362083333333333,0.366503472222222,0.382204861111111,0.411506944444444,-0.1
"2025-07-19",0.422795138888889,0.329197916666667,0.352413194444444,0.354309027777778,0.374395833333333,0.403173611111111,-0.328819444444444
"2025-07-20",0.415732638888889,0.324069444444444,0.348013888888889,0.350913194444444,0.37209375,0.399375,-3.00659722222222
"2025-07-21",0.41175,0.320802083333333,0.345305555555556,0.348673611111111,0.370430555555556,0.396361111111111,-8.41875
"2025-07-22",0.429638888888889,0.335746527777778,0.356583333333333,0.357145833333333,0.375923611111111,0.403152777777778,-2.94305555555556
"2025-07-23",0.423270833333333,0.329802083333333,0.352892361111111,0.354763888888889,0.374791666666667,0.403024305555556,-0.202083333333333
"2025-07-24",0.415510416666667,0.323878472222222,0.347850694444444,0.350854166666667,0.372142361111111,0.399072916666667,-1.88333333333333
"2025-07-25",0.409180555555556,0.319309027777778,0.344513888888889,0.34815625,0.369850694444444,0.395756944444444,-7.66284722222222
"2025-07-26",0.403190972222222,0.315645833333333,0.342024305555556,0.346170138888889,0.368100694444444,0.393048611111111,-10.8361111111111
"2025-07-27",0.409496527777778,0.321684027777778,0.348555555555556,0.356104166666667,0.372416666666667,0.397163194444444,-9.18333333333333
"2025-07-28",0.428461805555556,0.334777777777778,0.359284722222222,0.364104166666667,0.378177083333333,0.407392361111111,-0.1
"2025-07-29",0.4215625,0.328378472222222,0.352201388888889,0.355583333333333,0.37334375,0.401159722222222,-0.461805555555556
"2025-07-30",0.416392361111111,0.324670138888889,0.348732638888889,0.35225,0.37125,0.397663194444444,-4.13611111111111
"2025-07-31",0.411934027777778,0.321503472222222,0.346329861111111,0.350194444444444,0.3695625,0.394826388888889,-9.71666666666667
"2025-08-01",0.408951388888889,0.319107638888889,0.344552083333333,0.348774305555556,0.368642361111111,0.392600694444444,-11.2579861111111
"2025-08-02",0.406958333333333,0.316927083333333,0.3429375,0.347420138888889,0.367559027777778,0.390770833333333,-12.1180555555556
"2025-08-03",0.402854166666667,0.313746527777778,0.340902777777778,0.345673611111111,0.366409722222222,0.389350694444444,-12.9246527777778
"2025-08-04",0.399232638888889,0.310951388888889,0.338579861111111,0.343899305555556,0.364555555555556,0.387444444444444,-13.6475694444444
"2025-08-05",0.396579861111111,0.308440972222222,0.337142361111111,0.342576388888889,0.3635,0.385927083333333,-14.1770833333333
"2025-08-06",0.392154929577465,0.305197183098592,0.334943661971831,0.340211267605634,0.361345070422535,0.384,-15.1556338028169
"2025-08-07",0.415909722222222,0.308347222222222,0.334208333333333,0.339892361111111,0.361850694444444,0.384951388888889,-15.2618055555556
"2025-08-08",0.428940972222222,0.323947916666667,0.339614583333333,0.343833333333333,0.365909722222222,0.394368055555556,-14.7055555555556
"2025-08-09",0.419756944444444,0.3211875,0.342388888888889,0.3454375,0.366569444444444,0.394763888888889,-13.6833333333333
"2025-08-10",0.414309027777778,0.318017361111111,0.340284722222222,0.343777777777778,0.365434027777778,0.393420138888889,-13.515625
"2025-08-11",0.410961805555556,0.316034722222222,0.338736111111111,0.3424375,0.363989583333333,0.391479166666667,-13.8454861111111
"2025-08-12",0.407368055555556,0.314038194444444,0.337899305555556,0.341538194444444,0.363173611111111,0.389520833333333,-14.3392361111111
"2025-08-13",0.400871527777778,0.311190972222222,0.336423611111111,0.340510416666667,0.362600694444444,0.3875625,-14.9114583333333
"2025-08-14",0.39171875,0.3068125,0.334388888888889,0.339357638888889,0.361649305555556,0.386402777777778,-15.5315972222222
"2025-08-15",0.382184027777778,0.301892361111111,0.332260416666667,0.337798611111111,0.360975694444444,0.384697916666667,-16.2493055555556
"2025-08-16",0.373586805555556,0.297152777777778,0.33040625,0.336583333333333,0.3601875,0.383534722222222,-16.99375
"2025-08-17",0.369784722222222,0.294489583333333,0.329291666666667,0.335930555555556,0.36,0.38275,-17.4545138888889
