 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15: 7:50
 Units: L = mm   , T = days , M = mmol 



                               Node( 37)

         time            h        theta    Temp  
        707.0000    -1619.69  0.1737   20.000
        708.0000    -1620.40  0.1737   20.000
        709.0000    -1621.12  0.1737   20.000
        710.0000    -1621.85  0.1736   20.000
        711.0000    -1622.58  0.1736   20.000
        712.0000    -1623.33  0.1736   20.000
        713.0000    -1624.08  0.1736   20.000
        714.0000    -1624.84  0.1736   20.000
        715.0000    -1625.61  0.1736   20.000
        716.0000    -1626.39  0.1736   20.000
        717.0000    -1627.17  0.1735   20.000
        718.0000    -1627.96  0.1735   20.000
        719.0000    -1628.76  0.1735   20.000
        720.0000    -1629.56  0.1735   20.000
        721.0000    -1630.37  0.1735   20.000
        722.0000    -1631.19  0.1734   20.000
        723.0000    -1632.01  0.1734   20.000
        724.0000    -1632.83  0.1734   20.000
        725.0000    -1633.67  0.1734   20.000
        726.0000    -1634.50  0.1734   20.000
        727.0000    -1635.35  0.1734   20.000
        728.0000    -1636.19  0.1733   20.000
        729.0000    -1637.04  0.1733   20.000
        730.0000    -1637.90  0.1733   20.000
        731.0000    -1638.76  0.1733   20.000
        732.0000    -1639.62  0.1733   20.000
        733.0000    -1640.49  0.1732   20.000
        734.0000    -1641.36  0.1732   20.000
        735.0000    -1642.23  0.1732   20.000
        736.0000    -1643.11  0.1732   20.000
        737.0000    -1643.99  0.1732   20.000
        738.0000    -1644.88  0.1732   20.000
        739.0000    -1645.76  0.1731   20.000
        740.0000    -1646.65  0.1731   20.000
        741.0000    -1647.54  0.1731   20.000
        742.0000    -1648.44  0.1731   20.000
        743.0000    -1649.33  0.1731   20.000
        744.0000    -1650.23  0.1730   20.000
        745.0000    -1651.13  0.1730   20.000
        746.0000    -1652.04  0.1730   20.000
        747.0000    -1652.94  0.1730   20.000
        748.0000    -1653.85  0.1730   20.000
        749.0000    -1654.76  0.1729   20.000
        750.0000    -1655.67  0.1729   20.000
        751.0000    -1656.58  0.1729   20.000
        752.0000    -1657.49  0.1729   20.000
        753.0000    -1658.41  0.1729   20.000
        754.0000    -1659.32  0.1728   20.000
        755.0000    -1660.24  0.1728   20.000
        756.0000    -1661.16  0.1728   20.000
end
