,Date,Precip,ET_cm,MinTemp,MaxTemp,AvgTemp,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h37,theta37,temp37
0,2023-01-01,0.0,0.07112,-6.275,4.775,-1.26458333333333,0.0,0.0,-6.7707e-07,0.0,-0.016842,0.0,0.0,6.7424e-08,0.0,-0.057945,-43.22,-4.3388,-151.99,0.0,0.0,31.688,0.0,2.4891e-07,0.0,-8.41,0.4359,20.0
1,2023-01-02,0.0,0.03556,-9.8,2.45,-4.71354166666667,0.03556,0.0,0.03556,0.0,-0.0082743,0.03556,0.0,0.03556,0.0,-0.068409,-45.366,-4.8975,-202.42,0.0,0.0,31.642,0.0,0.035561,0.0,-8.51,0.4358,20.0
2,2023-01-03,0.0,0.10668,-8.45,2.175,-3.865625,0.10668,0.0,0.10668,0.0,-0.0052837,0.14224,0.0,0.14224,0.0,-0.074364,-49.264,-6.1215,-237.92,0.0,0.0,31.529,0.0,0.14224,0.0,-10.24,0.4341,20.0
3,2023-01-04,0.0,0.0762,-7.55,4.15,-2.59895833333333,0.0762,0.0,0.0762,0.0,-0.0038983,0.21844,0.0,0.21844,0.0,-0.078541,-50.383,-7.1064,-268.69,0.0,0.0,31.449,0.0,0.21844,0.0,-11.84,0.4324,20.0
4,2023-01-05,0.0,0.03302,-11.3,1.75,-4.66666666666667,0.03302,0.0,0.03302,0.0,-0.002989,0.25146,0.0,0.25146,0.0,-0.081742,-50.019,-7.6529,-293.42,0.0,0.0,31.412,0.0,0.25146,0.0,-12.76,0.4314,20.0
5,2023-01-06,0.4267,0.04826,-2.2,4.325,1.20104166666667,0.04826,0.0,0.048261,0.0,-0.0023932,0.29972,0.0,0.29972,0.0,-0.084248,-51.256,-8.2439,-315.66,0.0,0.0,31.362,0.0,0.29972,0.0,-13.61,0.4305,20.0
6,2023-01-07,0.0,0.127,-1.55,6.8,2.52291666666667,0.127,0.0,0.127,0.0,-0.0020481,0.42672,0.0,0.42672,0.0,-0.086378,-56.029,-9.4459,-337.45,0.0,0.0,31.233,0.0,0.42672,0.0,-15.38,0.4286,20.0
7,2023-01-08,0.0,0.18542,0.45,7.175,3.51770833333333,0.18542,0.0,0.18542,0.0,-0.0017567,0.61214,0.0,0.61214,0.0,-0.088204,-62.276,-11.103,-356.3,0.0,0.0,31.045,0.0,0.61214,0.0,-18.03,0.4256,20.0
8,2023-01-09,0.0,0.1778,-0.6,5.775,2.91770833333333,0.1778,0.0,0.1778,0.0,-0.0015068,0.78994,0.0,0.78994,0.0,-0.089771,-66.355,-12.687,-372.49,0.0,0.0,30.866,0.0,0.78994,0.0,-20.81,0.4223,20.0
9,2023-01-10,0.0,0.09652,-7.15,7.1,0.789583333333333,0.09652,0.0,0.09652,0.0,-0.0012984,0.88646,0.0,0.88646,0.0,-0.091118,-65.173,-13.642,-386.85,0.0,0.0,30.768,0.0,0.88646,0.0,-22.87,0.4199,20.0
10,2023-01-11,0.0017,0.04572,-7.9,3.25,-3.36770833333333,0.04572,0.0,0.04572,0.0,-0.0011899,0.93218,0.0,0.93218,0.0,-0.092336,-63.503,-14.183,-403.74,0.0,0.0,30.721,0.0,0.93218,0.0,-24.1,0.4184,20.0
11,2023-01-12,0.0,0.19304,-2.55,7.25,3.34895833333333,0.19304,0.0,0.19304,0.0,-0.0010913,1.1252,0.0,1.1252,0.0,-0.093451,-73.488,-15.666,-419.28,0.0,0.0,30.527,0.0,1.1252,0.0,-26.03,0.4162,20.0
12,2023-01-13,0.0,0.23114,5.425,10.05,7.59479166666667,0.23114,0.0,0.23114,0.0,-0.0010008,1.3564,0.0,1.3564,0.0,-0.094474,-82.231,-17.439,-433.52,0.0,0.0,30.295,0.0,1.3564,0.0,-28.7,0.413,20.0
