 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:28:29
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      18.0000  0.16002E+00  0.00000E+00  0.33188E-03  0.00000E+00 -0.26822E-06  0.17856E+01  0.00000E+00  0.16080E+00  0.00000E+00 -0.47386E-05 -0.10000E+07 -0.76022E+01 -0.15003E+02  0.00000E+00  0.00000E+00  0.23863E+02  0.00000E+00  0.16080E+00     69  0.00000E+00      0.000
      19.0000  0.10668E+00  0.00000E+00  0.29679E-03  0.00000E+00 -0.26822E-06  0.18923E+01  0.00000E+00  0.16110E+00  0.00000E+00 -0.50068E-05 -0.10000E+07 -0.76028E+01 -0.15003E+02  0.00000E+00  0.00000E+00  0.23863E+02  0.00000E+00  0.16110E+00     71  0.00000E+00      0.000
      20.0000  0.12700E+00  0.00000E+00  0.26542E-03  0.00000E+00 -0.26822E-06  0.20193E+01  0.00000E+00  0.16138E+00  0.00000E+00 -0.52750E-05 -0.10000E+07 -0.76034E+01 -0.15003E+02  0.00000E+00  0.00000E+00  0.23863E+02  0.00000E+00  0.16138E+00     73  0.00000E+00      0.000
      21.0000  0.18288E+00  0.00000E+00  0.23740E-03  0.00000E+00 -0.26822E-06  0.22022E+01  0.00000E+00  0.16162E+00  0.00000E+00 -0.55432E-05 -0.10000E+07 -0.76040E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.23863E+02  0.00000E+00  0.16162E+00     75  0.00000E+00      0.000
      22.0000  0.78740E-01  0.00000E+00  0.21235E-03  0.00000E+00 -0.26822E-06  0.22809E+01  0.00000E+00  0.16184E+00  0.00000E+00 -0.58115E-05 -0.10000E+07 -0.76044E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.23862E+02  0.00000E+00  0.16184E+00     77  0.00000E+00      0.000
      23.0000  0.88900E-01  0.00000E+00  0.18997E-03  0.00000E+00 -0.26822E-06  0.23698E+01  0.00000E+00  0.16203E+00  0.00000E+00 -0.60797E-05 -0.10000E+07 -0.76049E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.23862E+02  0.00000E+00  0.16203E+00     79  0.00000E+00      0.000
      24.0000  0.83820E-01  0.00000E+00  0.16997E-03  0.00000E+00 -0.26822E-06  0.24536E+01  0.00000E+00  0.16221E+00  0.00000E+00 -0.63479E-05 -0.10000E+07 -0.76052E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.23862E+02  0.00000E+00  0.16221E+00     81  0.00000E+00      0.000
      25.0000  0.60960E-01  0.00000E+00  0.15210E-03  0.00000E+00 -0.26822E-06  0.25146E+01  0.00000E+00  0.16236E+00  0.00000E+00 -0.66161E-05 -0.10000E+07 -0.76056E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.23862E+02  0.00000E+00  0.16236E+00     83  0.00000E+00      0.000
      26.0000  0.15240E+00  0.00000E+00  0.13613E-03  0.00000E+00 -0.26822E-06  0.26670E+01  0.00000E+00  0.16250E+00  0.00000E+00 -0.68843E-05 -0.10000E+07 -0.76059E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.23862E+02  0.00000E+00  0.16250E+00     85  0.00000E+00      0.000
      27.0000  0.45720E-01  0.00000E+00  0.12186E-03  0.00000E+00 -0.26822E-06  0.27127E+01  0.00000E+00  0.16263E+00  0.00000E+00 -0.71526E-05 -0.10000E+07 -0.76062E+01 -0.15005E+02  0.00000E+00  0.00000E+00  0.23862E+02  0.00000E+00  0.16263E+00     87  0.00000E+00      0.000
