 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:28:29
 Units: L = mm   , T = days , M = mmol 



                               Node( 37)

         time            h        theta    Temp  
        377.0000    -1604.14  0.0711   20.000
        378.0000    -1604.14  0.0711   20.000
        379.0000    -1604.14  0.0711   20.000
        380.0000    -1604.14  0.0711   20.000
        381.0000    -1604.14  0.0711   20.000
        382.0000    -1604.14  0.0711   20.000
        383.0000    -1604.14  0.0711   20.000
        384.0000    -1604.14  0.0711   20.000
        385.0000    -1604.14  0.0711   20.000
        386.0000    -1604.14  0.0711   20.000
        387.0000    -1604.14  0.0711   20.000
        388.0000    -1604.14  0.0711   20.000
        389.0000    -1604.14  0.0711   20.000
        390.0000    -1604.14  0.0711   20.000
        391.0000    -1604.14  0.0711   20.000
        392.0000    -1604.14  0.0711   20.000
        393.0000    -1604.14  0.0711   20.000
        394.0000    -1604.14  0.0711   20.000
        395.0000    -1604.14  0.0711   20.000
        396.0000    -1604.14  0.0711   20.000
        397.0000    -1604.14  0.0711   20.000
        398.0000    -1604.14  0.0711   20.000
        399.0000    -1604.14  0.0711   20.000
        400.0000    -1604.14  0.0711   20.000
        401.0000    -1604.14  0.0711   20.000
        402.0000    -1604.14  0.0711   20.000
        403.0000    -1604.14  0.0711   20.000
        404.0000    -1604.14  0.0711   20.000
        405.0000    -1604.14  0.0711   20.000
        406.0000    -1604.14  0.0711   20.000
        407.0000    -1604.14  0.0711   20.000
        408.0000    -1604.14  0.0711   20.000
        409.0000    -1604.14  0.0711   20.000
        410.0000    -1604.14  0.0711   20.000
        411.0000    -1604.14  0.0711   20.000
        412.0000    -1604.14  0.0711   20.000
        413.0000    -1604.14  0.0711   20.000
        414.0000    -1604.14  0.0711   20.000
        415.0000    -1604.14  0.0711   20.000
        416.0000    -1604.14  0.0711   20.000
        417.0000    -1604.14  0.0711   20.000
        418.0000    -1604.14  0.0711   20.000
        419.0000    -1604.14  0.0711   20.000
        420.0000    -1604.14  0.0711   20.000
        421.0000    -1604.14  0.0711   20.000
        422.0000    -1604.14  0.0711   20.000
        423.0000    -1604.14  0.0711   20.000
        424.0000    -1604.14  0.0711   20.000
        425.0000    -1604.14  0.0711   20.000
        426.0000    -1604.14  0.0711   20.000
        427.0000    -1604.14  0.0711   20.000
        428.0000    -1604.14  0.0711   20.000
        429.0000    -1604.14  0.0711   20.000
        430.0000    -1604.14  0.0711   20.000
        431.0000    -1604.14  0.0711   20.000
        432.0000    -1604.14  0.0711   20.000
        433.0000    -1604.14  0.0711   20.000
        434.0000    -1604.14  0.0711   20.000
        435.0000    -1604.14  0.0711   20.000
        436.0000    -1604.14  0.0711   20.000
        437.0000    -1604.14  0.0711   20.000
        438.0000    -1604.14  0.0711   20.000
        439.0000    -1604.14  0.0711   20.000
        440.0000    -1604.14  0.0711   20.000
        441.0000    -1604.14  0.0711   20.000
        442.0000    -1604.14  0.0711   20.000
        443.0000    -1604.14  0.0711   20.000
        444.0000    -1604.14  0.0711   20.000
        445.0000    -1604.14  0.0711   20.000
        446.0000    -1604.14  0.0711   20.000
        447.0000    -1604.14  0.0711   20.000
        448.0000    -1604.14  0.0711   20.000
        449.0000    -1604.14  0.0711   20.000
        450.0000    -1604.14  0.0711   20.000
        451.0000    -1604.14  0.0711   20.000
        452.0000    -1604.14  0.0711   20.000
        453.0000    -1604.14  0.0711   20.000
        454.0000    -1604.14  0.0711   20.000
        455.0000    -1604.14  0.0711   20.000
        456.0000    -1604.14  0.0711   20.000
        457.0000    -1604.14  0.0711   20.000
        458.0000    -1604.14  0.0711   20.000
        459.0000    -1604.14  0.0711   20.000
        460.0000    -1604.14  0.0711   20.000
        461.0000    -1604.14  0.0711   20.000
        462.0000    -1604.14  0.0711   20.000
        463.0000    -1604.14  0.0711   20.000
        464.0000    -1604.14  0.0711   20.000
        465.0000    -1604.14  0.0711   20.000
        466.0000    -1604.14  0.0711   20.000
        467.0000    -1604.14  0.0711   20.000
        468.0000    -1604.14  0.0711   20.000
        469.0000    -1604.14  0.0711   20.000
        470.0000    -1604.14  0.0711   20.000
        471.0000    -1604.14  0.0711   20.000
        472.0000    -1604.14  0.0711   20.000
        473.0000    -1604.14  0.0711   20.000
        474.0000    -1604.14  0.0711   20.000
        475.0000    -1604.14  0.0711   20.000
        476.0000    -1604.14  0.0711   20.000
        477.0000    -1604.14  0.0711   20.000
        478.0000    -1604.14  0.0711   20.000
        479.0000    -1604.14  0.0711   20.000
        480.0000    -1604.14  0.0711   20.000
        481.0000    -1604.14  0.0711   20.000
        482.0000    -1604.14  0.0711   20.000
        483.0000    -1604.14  0.0711   20.000
        484.0000    -1604.14  0.0711   20.000
        485.0000    -1604.14  0.0711   20.000
        486.0000    -1604.14  0.0711   20.000
        487.0000    -1604.14  0.0711   20.000
        488.0000    -1604.14  0.0711   20.000
        489.0000    -1604.14  0.0711   20.000
        490.0000    -1604.14  0.0711   20.000
        491.0000    -1604.14  0.0711   20.000
        492.0000    -1604.14  0.0711   20.000
        493.0000    -1604.14  0.0711   20.000
        494.0000    -1604.14  0.0711   20.000
        495.0000    -1604.14  0.0711   20.000
        496.0000    -1604.14  0.0711   20.000
        497.0000    -1604.14  0.0711   20.000
        498.0000    -1604.14  0.0711   20.000
        499.0000    -1604.14  0.0711   20.000
        500.0000    -1604.14  0.0711   20.000
        501.0000    -1604.14  0.0711   20.000
        502.0000    -1604.14  0.0711   20.000
        503.0000    -1604.14  0.0711   20.000
        504.0000    -1604.14  0.0711   20.000
        505.0000    -1604.14  0.0711   20.000
        506.0000    -1604.14  0.0711   20.000
        507.0000    -1604.14  0.0711   20.000
        508.0000    -1604.14  0.0711   20.000
        509.0000    -1604.14  0.0711   20.000
        510.0000    -1604.14  0.0711   20.000
        511.0000    -1604.14  0.0711   20.000
        512.0000    -1604.14  0.0711   20.000
        513.0000    -1604.14  0.0711   20.000
        514.0000    -1604.14  0.0711   20.000
        515.0000    -1604.14  0.0711   20.000
        516.0000    -1604.14  0.0711   20.000
        517.0000    -1604.14  0.0711   20.000
        518.0000    -1604.14  0.0711   20.000
        519.0000    -1604.14  0.0711   20.000
        520.0000    -1604.14  0.0711   20.000
        521.0000    -1604.14  0.0711   20.000
        522.0000    -1604.14  0.0711   20.000
        523.0000    -1604.14  0.0711   20.000
        524.0000    -1604.14  0.0711   20.000
        525.0000    -1604.14  0.0711   20.000
        526.0000    -1604.14  0.0711   20.000
        527.0000    -1604.14  0.0711   20.000
        528.0000    -1604.14  0.0711   20.000
        529.0000    -1604.14  0.0711   20.000
        530.0000    -1604.14  0.0711   20.000
        531.0000    -1604.14  0.0711   20.000
        532.0000    -1604.14  0.0711   20.000
        533.0000    -1604.14  0.0711   20.000
        534.0000    -1604.14  0.0711   20.000
        535.0000    -1604.14  0.0711   20.000
        536.0000    -1604.14  0.0711   20.000
        537.0000    -1604.14  0.0711   20.000
        538.0000    -1604.14  0.0711   20.000
        539.0000    -1604.14  0.0711   20.000
        540.0000    -1604.14  0.0711   20.000
        541.0000    -1604.14  0.0711   20.000
        542.0000    -1604.14  0.0711   20.000
        543.0000    -1604.14  0.0711   20.000
        544.0000    -1604.14  0.0711   20.000
        545.0000    -1604.14  0.0711   20.000
        546.0000    -1604.14  0.0711   20.000
        547.0000    -1604.14  0.0711   20.000
        548.0000    -1604.14  0.0711   20.000
        549.0000    -1604.14  0.0711   20.000
        550.0000    -1604.14  0.0711   20.000
        551.0000    -1604.14  0.0711   20.000
        552.0000    -1604.14  0.0711   20.000
        553.0000    -1604.14  0.0711   20.000
        554.0000    -1604.14  0.0711   20.000
        555.0000    -1604.14  0.0711   20.000
        556.0000    -1604.14  0.0711   20.000
        557.0000    -1604.14  0.0711   20.000
        558.0000    -1604.14  0.0711   20.000
        559.0000    -1604.14  0.0711   20.000
        560.0000    -1604.14  0.0711   20.000
        561.0000    -1604.14  0.0711   20.000
        562.0000    -1604.14  0.0711   20.000
        563.0000    -1604.14  0.0711   20.000
        564.0000    -1604.14  0.0711   20.000
        565.0000    -1604.14  0.0711   20.000
        566.0000    -1604.14  0.0711   20.000
        567.0000    -1604.14  0.0711   20.000
        568.0000    -1604.14  0.0711   20.000
        569.0000    -1604.14  0.0711   20.000
        570.0000    -1604.14  0.0711   20.000
        571.0000    -1604.14  0.0711   20.000
        572.0000    -1604.14  0.0711   20.000
        573.0000    -1604.14  0.0711   20.000
        574.0000    -1604.14  0.0711   20.000
        575.0000    -1604.14  0.0711   20.000
        576.0000    -1604.14  0.0711   20.000
        577.0000    -1604.14  0.0711   20.000
        578.0000    -1604.14  0.0711   20.000
        579.0000    -1604.14  0.0711   20.000
        580.0000    -1604.14  0.0711   20.000
        581.0000    -1604.14  0.0711   20.000
        582.0000    -1604.14  0.0711   20.000
        583.0000    -1604.14  0.0711   20.000
        584.0000    -1604.14  0.0711   20.000
        585.0000    -1604.14  0.0711   20.000
        586.0000    -1604.14  0.0711   20.000
        587.0000    -1604.14  0.0711   20.000
        588.0000    -1604.14  0.0711   20.000
        589.0000    -1604.14  0.0711   20.000
        590.0000    -1604.14  0.0711   20.000
        591.0000    -1604.14  0.0711   20.000
        592.0000    -1604.14  0.0711   20.000
        593.0000    -1604.14  0.0711   20.000
        594.0000    -1604.14  0.0711   20.000
        595.0000    -1604.14  0.0711   20.000
        596.0000    -1604.14  0.0711   20.000
        597.0000    -1604.14  0.0711   20.000
        598.0000    -1604.14  0.0711   20.000
        599.0000    -1604.14  0.0711   20.000
        600.0000    -1604.14  0.0711   20.000
        601.0000    -1604.14  0.0711   20.000
        602.0000    -1604.14  0.0711   20.000
        603.0000    -1604.14  0.0711   20.000
        604.0000    -1604.14  0.0711   20.000
        605.0000    -1604.14  0.0711   20.000
        606.0000    -1604.14  0.0711   20.000
        607.0000    -1604.14  0.0711   20.000
        608.0000    -1604.14  0.0711   20.000
        609.0000    -1604.14  0.0711   20.000
        610.0000    -1604.14  0.0711   20.000
        611.0000    -1604.14  0.0711   20.000
        612.0000    -1604.14  0.0711   20.000
        613.0000    -1604.14  0.0711   20.000
        614.0000    -1604.14  0.0711   20.000
        615.0000    -1604.14  0.0711   20.000
        616.0000    -1604.14  0.0711   20.000
        617.0000    -1604.14  0.0711   20.000
        618.0000    -1604.14  0.0711   20.000
        619.0000    -1604.14  0.0711   20.000
        620.0000    -1604.14  0.0711   20.000
        621.0000    -1604.14  0.0711   20.000
        622.0000    -1604.14  0.0711   20.000
        623.0000    -1604.14  0.0711   20.000
        624.0000    -1604.14  0.0711   20.000
        625.0000    -1604.14  0.0711   20.000
        626.0000    -1604.14  0.0711   20.000
        627.0000    -1604.14  0.0711   20.000
        628.0000    -1604.14  0.0711   20.000
        629.0000    -1604.14  0.0711   20.000
        630.0000    -1604.14  0.0711   20.000
        631.0000    -1604.14  0.0711   20.000
        632.0000    -1604.14  0.0711   20.000
        633.0000    -1604.14  0.0711   20.000
        634.0000    -1604.14  0.0711   20.000
        635.0000    -1604.14  0.0711   20.000
        636.0000    -1604.14  0.0711   20.000
        637.0000    -1604.14  0.0711   20.000
        638.0000    -1604.14  0.0711   20.000
        639.0000    -1604.14  0.0711   20.000
        640.0000    -1604.14  0.0711   20.000
        641.0000    -1604.14  0.0711   20.000
        642.0000    -1604.14  0.0711   20.000
        643.0000    -1604.14  0.0711   20.000
        644.0000    -1604.14  0.0711   20.000
        645.0000    -1604.14  0.0711   20.000
        646.0000    -1604.14  0.0711   20.000
        647.0000    -1604.14  0.0711   20.000
        648.0000    -1604.14  0.0711   20.000
        649.0000    -1604.14  0.0711   20.000
        650.0000    -1604.14  0.0711   20.000
        651.0000    -1604.14  0.0711   20.000
        652.0000    -1604.14  0.0711   20.000
        653.0000    -1604.14  0.0711   20.000
        654.0000    -1604.14  0.0711   20.000
        655.0000    -1604.14  0.0711   20.000
        656.0000    -1604.14  0.0711   20.000
        657.0000    -1604.14  0.0711   20.000
        658.0000    -1604.14  0.0711   20.000
        659.0000    -1604.14  0.0711   20.000
        660.0000    -1604.14  0.0711   20.000
