 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:28:29
 Units: L = mm   , T = days , M = mmol 



                               Node( 37)

         time            h        theta    Temp  
        661.0000    -1604.14  0.0711   20.000
        662.0000    -1604.14  0.0711   20.000
        663.0000    -1604.14  0.0711   20.000
        664.0000    -1604.14  0.0711   20.000
        665.0000    -1604.14  0.0711   20.000
        666.0000    -1604.14  0.0711   20.000
        667.0000    -1604.14  0.0711   20.000
        668.0000    -1604.14  0.0711   20.000
        669.0000    -1604.14  0.0711   20.000
        670.0000    -1604.14  0.0711   20.000
        671.0000    -1604.14  0.0711   20.000
        672.0000    -1604.14  0.0711   20.000
        673.0000    -1604.14  0.0711   20.000
        674.0000    -1604.14  0.0711   20.000
        675.0000    -1604.14  0.0711   20.000
        676.0000    -1604.14  0.0711   20.000
        677.0000    -1604.14  0.0711   20.000
        678.0000    -1604.14  0.0711   20.000
        679.0000    -1604.14  0.0711   20.000
        680.0000    -1604.14  0.0711   20.000
        681.0000    -1604.14  0.0711   20.000
        682.0000    -1604.14  0.0711   20.000
        683.0000    -1604.14  0.0711   20.000
        684.0000    -1604.14  0.0711   20.000
        685.0000    -1604.14  0.0711   20.000
        686.0000    -1604.14  0.0711   20.000
        687.0000    -1604.14  0.0711   20.000
        688.0000    -1604.14  0.0711   20.000
        689.0000    -1604.14  0.0711   20.000
        690.0000    -1604.14  0.0711   20.000
        691.0000    -1604.14  0.0711   20.000
        692.0000    -1604.14  0.0711   20.000
        693.0000    -1604.14  0.0711   20.000
        694.0000    -1604.14  0.0711   20.000
        695.0000    -1604.14  0.0711   20.000
        696.0000    -1604.14  0.0711   20.000
        697.0000    -1604.14  0.0711   20.000
        698.0000    -1604.14  0.0711   20.000
        699.0000    -1604.14  0.0711   20.000
        700.0000    -1604.14  0.0711   20.000
        701.0000    -1604.14  0.0711   20.000
        702.0000    -1604.14  0.0711   20.000
        703.0000    -1604.14  0.0711   20.000
        704.0000    -1604.14  0.0711   20.000
        705.0000    -1604.14  0.0711   20.000
        706.0000    -1604.14  0.0711   20.000
        707.0000    -1604.14  0.0711   20.000
        708.0000    -1604.14  0.0711   20.000
        709.0000    -1604.14  0.0711   20.000
        710.0000    -1604.14  0.0711   20.000
        711.0000    -1604.14  0.0711   20.000
        712.0000    -1604.14  0.0711   20.000
        713.0000    -1604.14  0.0711   20.000
        714.0000    -1604.14  0.0711   20.000
        715.0000    -1604.14  0.0711   20.000
        716.0000    -1604.14  0.0711   20.000
        717.0000    -1604.14  0.0711   20.000
        718.0000    -1604.14  0.0711   20.000
        719.0000    -1604.14  0.0711   20.000
        720.0000    -1604.14  0.0711   20.000
        721.0000    -1604.14  0.0711   20.000
        722.0000    -1604.14  0.0711   20.000
        723.0000    -1604.14  0.0711   20.000
        724.0000    -1604.14  0.0711   20.000
        725.0000    -1604.14  0.0711   20.000
        726.0000    -1604.14  0.0711   20.000
        727.0000    -1604.14  0.0711   20.000
        728.0000    -1604.14  0.0711   20.000
        729.0000    -1604.14  0.0711   20.000
        730.0000    -1604.14  0.0711   20.000
        731.0000    -1604.14  0.0711   20.000
        732.0000    -1604.14  0.0711   20.000
        733.0000    -1604.14  0.0711   20.000
        734.0000    -1604.14  0.0711   20.000
        735.0000    -1604.14  0.0711   20.000
        736.0000    -1604.14  0.0711   20.000
        737.0000    -1604.14  0.0711   20.000
        738.0000    -1604.14  0.0711   20.000
        739.0000    -1604.14  0.0711   20.000
        740.0000    -1604.14  0.0711   20.000
        741.0000    -1604.14  0.0711   20.000
        742.0000    -1604.14  0.0711   20.000
        743.0000    -1604.14  0.0711   20.000
        744.0000    -1604.14  0.0711   20.000
        745.0000    -1604.14  0.0711   20.000
        746.0000    -1604.14  0.0711   20.000
        747.0000    -1604.14  0.0711   20.000
        748.0000    -1604.14  0.0711   20.000
        749.0000    -1604.14  0.0711   20.000
        750.0000    -1604.14  0.0711   20.000
        751.0000    -1604.14  0.0711   20.000
        752.0000    -1604.14  0.0711   20.000
        753.0000    -1604.14  0.0711   20.000
        754.0000    -1604.14  0.0711   20.000
        755.0000    -1604.14  0.0711   20.000
        756.0000    -1604.14  0.0711   20.000
end
