,Date,Precip,ET_cm,MinTemp,MaxTemp,AvgTemp,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h37,theta37,temp37
0,2023-01-01,0.0,0.07112,-6.275,4.775,-1.26458333333333,0.0,0.0,1.4671e-08,0.0,-2.2866e-07,0.0,0.0,-2.721e-08,0.0,-2.3842e-07,-15.0,-7.5503,-15.0,0.0,0.0,24.024,0.0,2.2866e-08,0.0,-15.0,0.3247,20.0
1,2023-01-02,0.0,0.03556,-9.8,2.45,-4.71354166666667,0.03556,0.0,0.03556,0.0,-2.3842e-07,0.03556,0.0,0.03556,0.0,-4.7684e-07,-41.137,-7.5503,-15.0,0.0,0.0,23.989,0.0,0.03556,0.0,-15.0,0.3247,20.0
2,2023-01-03,0.0,0.10668,-8.45,2.175,-3.865625,0.10668,0.0,0.10668,0.0,-2.6822e-07,0.14224,0.0,0.14224,0.0,-7.4506e-07,-94010.0,-7.5632,-15.0,0.0,0.0,23.882,0.0,0.14224,0.0,-15.0,0.3247,20.0
3,2023-01-04,0.0,0.0762,-7.55,4.15,-2.59895833333333,0.0762,0.0,0.0015985,0.0,-2.2738e-07,0.21844,0.0,0.14982,0.0,-9.9838e-07,-1000000.0,-7.5781,-15.001,0.0,0.0,23.874,0.0,0.14982,0.0,-15.0,0.3247,20.0
4,2023-01-05,0.0,0.03302,-11.3,1.75,-4.66666666666667,0.03302,0.0,0.0014271,0.0,-2.3842e-07,0.25146,0.0,0.15131,0.0,-1.2517e-06,-1000000.0,-7.5814,-15.001,0.0,0.0,23.873,0.0,0.15131,0.0,-15.0,0.3247,20.0
5,2023-01-06,0.4267,0.04826,-2.2,4.325,1.20104166666667,0.04826,0.0,0.0012742,0.0,-2.6822e-07,0.29972,0.0,0.15263,0.0,-1.5199e-06,-1000000.0,-7.5843,-15.001,0.0,0.0,23.872,0.0,0.15263,0.0,-15.0,0.3247,20.0
6,2023-01-07,0.0,0.127,-1.55,6.8,2.52291666666667,0.127,0.0,0.0011388,0.0,-2.6822e-07,0.42672,0.0,0.1538,0.0,-1.7881e-06,-1000000.0,-7.5868,-15.001,0.0,0.0,23.87,0.0,0.1538,0.0,-15.0,0.3247,20.0
7,2023-01-08,0.0,0.18542,0.45,7.175,3.51770833333333,0.18542,0.0,0.0010179,0.0,-2.6822e-07,0.61214,0.0,0.15485,0.0,-2.0564e-06,-1000000.0,-7.5891,-15.001,0.0,0.0,23.869,0.0,0.15485,0.0,-15.0,0.3247,20.0
8,2023-01-09,0.0,0.1778,-0.6,5.775,2.91770833333333,0.1778,0.0,0.0009098,0.0,-2.6822e-07,0.78994,0.0,0.15578,0.0,-2.3246e-06,-1000000.0,-7.5912,-15.001,0.0,0.0,23.868,0.0,0.15578,0.0,-15.0,0.3247,20.0
9,2023-01-10,0.0,0.09652,-7.15,7.1,0.789583333333333,0.09652,0.0,0.00081324,0.0,-2.6822e-07,0.88646,0.0,0.15662,0.0,-2.5928e-06,-1000000.0,-7.593,-15.002,0.0,0.0,23.868,0.0,0.15662,0.0,-15.0,0.3247,20.0
10,2023-01-11,0.0017,0.04572,-7.9,3.25,-3.36770833333333,0.04572,0.0,0.00072694,0.0,-2.6822e-07,0.93218,0.0,0.15737,0.0,-2.861e-06,-1000000.0,-7.5947,-15.002,0.0,0.0,23.867,0.0,0.15737,0.0,-15.0,0.3247,20.0
11,2023-01-12,0.0,0.19304,-2.55,7.25,3.34895833333333,0.19304,0.0,0.00064982,0.0,-2.6822e-07,1.1252,0.0,0.15804,0.0,-3.1292e-06,-1000000.0,-7.5961,-15.002,0.0,0.0,23.866,0.0,0.15804,0.0,-15.0,0.3247,20.0
