 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:25:28
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

       1.0000  0.00000E+00  0.00000E+00  0.79199E-08  0.00000E+00 -0.60598E-05  0.00000E+00  0.00000E+00 -0.37002E-08  0.00000E+00 -0.60648E-05 -0.15007E+02 -0.75503E+01 -0.15004E+02  0.00000E+00  0.00000E+00  0.33678E+02  0.00000E+00  0.30457E-08      3  0.00000E+00      0.000
       2.0000  0.35560E-01  0.00000E+00  0.35560E-01  0.00000E+00 -0.60499E-05  0.35560E-01  0.00000E+00  0.35560E-01  0.00000E+00 -0.12115E-04 -0.35280E+02 -0.75505E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.33642E+02  0.00000E+00  0.35560E-01      5  0.00000E+00      0.000
       3.0000  0.10668E+00  0.00000E+00  0.10668E+00  0.00000E+00 -0.60499E-05  0.14224E+00  0.00000E+00  0.14224E+00  0.00000E+00 -0.18165E-04 -0.19024E+03 -0.75518E+01 -0.15011E+02  0.00000E+00  0.00000E+00  0.33536E+02  0.00000E+00  0.14224E+00      7  0.00000E+00      0.000
       4.0000  0.76200E-01  0.00000E+00  0.76200E-01  0.00000E+00 -0.60201E-05  0.21844E+00  0.00000E+00  0.21844E+00  0.00000E+00 -0.24185E-04 -0.61321E+06 -0.75825E+01 -0.15014E+02  0.00000E+00  0.00000E+00  0.33459E+02  0.00000E+00  0.21844E+00      9  0.00000E+00      0.000
       5.0000  0.33020E-01  0.00000E+00  0.40545E-02  0.00000E+00 -0.60350E-05  0.25146E+00  0.00000E+00  0.23083E+00  0.00000E+00 -0.30220E-04 -0.10000E+07 -0.76060E+01 -0.15018E+02  0.00000E+00  0.00000E+00  0.33447E+02  0.00000E+00  0.23083E+00     13  0.00000E+00      0.000
       6.0000  0.48260E-01  0.00000E+00  0.32284E-03  0.00000E+00 -0.60350E-05  0.29972E+00  0.00000E+00  0.23220E+00  0.00000E+00 -0.36255E-04 -0.10000E+07 -0.76083E+01 -0.15022E+02  0.00000E+00  0.00000E+00  0.33446E+02  0.00000E+00  0.23220E+00     16  0.00000E+00      0.000
       7.0000  0.12700E+00  0.00000E+00  0.92502E-04  0.00000E+00 -0.60201E-05  0.42672E+00  0.00000E+00  0.23231E+00  0.00000E+00 -0.42275E-04 -0.10000E+07 -0.76086E+01 -0.15025E+02  0.00000E+00  0.00000E+00  0.33446E+02  0.00000E+00  0.23231E+00     18  0.00000E+00      0.000
       8.0000  0.18542E+00  0.00000E+00  0.92322E-04  0.00000E+00 -0.60201E-05  0.61214E+00  0.00000E+00  0.23240E+00  0.00000E+00 -0.48295E-04 -0.10000E+07 -0.76088E+01 -0.15029E+02  0.00000E+00  0.00000E+00  0.33445E+02  0.00000E+00  0.23240E+00     20  0.00000E+00      0.000
