 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:25:28
 Units: L = mm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency

        3  0.1000000E+01  0.30000E+00    2        6    -4    -5     T
        5  0.2000000E+01  0.50000E+00    2       13    -4    -5     T
        7  0.3000000E+01  0.50000E+00    3       21    -4    -5     T
        9  0.4000000E+01  0.50000E+00    8       34    -4    -5     T
       13  0.5000000E+01  0.22222E+00    3       51     4    -5     T
       16  0.6000000E+01  0.33333E+00    2       60     4    -5     T
       18  0.7000000E+01  0.50000E+00    2       64     4    -5     T
       20  0.8000000E+01  0.50000E+00    2       68     4    -5     T
       22  0.9000000E+01  0.50000E+00    2       72     4    -5     T
       24  0.1000000E+02  0.50000E+00    2       76     4    -5     T
       26  0.1100000E+02  0.50000E+00    2       80     4    -5     T
       28  0.1200000E+02  0.50000E+00    2       84     4    -5     T
       30  0.1300000E+02  0.50000E+00    2       88     4    -5     T
       32  0.1400000E+02  0.50000E+00    2       92     4    -5     T
       34  0.1500000E+02  0.50000E+00    2       96     4    -5     T
       36  0.1600000E+02  0.50000E+00    2      100     4    -5     T
       38  0.1700000E+02  0.50000E+00    2      104     4    -5     T
       40  0.1800000E+02  0.50000E+00    2      108     4    -5     T
       42  0.1900000E+02  0.50000E+00    2      112     4    -5     T
       44  0.2000000E+02  0.50000E+00    2      116     4    -5     T
       46  0.2100000E+02  0.50000E+00    2      120     4    -5     T
       48  0.2200000E+02  0.50000E+00    2      124     4    -5     T
       50  0.2300000E+02  0.50000E+00    2      128     4    -5     T
       52  0.2400000E+02  0.50000E+00    2      132     4    -5     T
       54  0.2500000E+02  0.50000E+00    2      136     4    -5     T
       56  0.2600000E+02  0.50000E+00    2      140     4    -5     T
       58  0.2700000E+02  0.50000E+00    2      144     4    -5     T
       60  0.2800000E+02  0.50000E+00    2      148     4    -5     T
       62  0.2900000E+02  0.50000E+00    2      152     4    -5     T
       64  0.3000000E+02  0.50000E+00    2      156     4    -5     T
       66  0.3100000E+02  0.50000E+00    2      160     4    -5     T
       68  0.3200000E+02  0.50000E+00    2      164     4    -5     T
       70  0.3300000E+02  0.50000E+00    2      168     4    -5     T
       72  0.3400000E+02  0.50000E+00    2      172     4    -5     T
       74  0.3500000E+02  0.50000E+00    2      176     4    -5     T
       76  0.3600000E+02  0.50000E+00    2      180     4    -5     T
       78  0.3700000E+02  0.50000E+00    2      184     4    -5     T
       80  0.3800000E+02  0.50000E+00    2      188     4    -5     T
       82  0.3900000E+02  0.50000E+00    2      192     4    -5     T
       84  0.4000000E+02  0.50000E+00    2      196     4    -5     T
       86  0.4100000E+02  0.50000E+00    2      200     4    -5     T
       88  0.4200000E+02  0.50000E+00    2      204     4    -5     T
       90  0.4300000E+02  0.50000E+00    2      208     4    -5     T
       92  0.4400000E+02  0.50000E+00    2      212     4    -5     T
       94  0.4500000E+02  0.50000E+00    2      216     4    -5     T
       96  0.4600000E+02  0.50000E+00    2      220     4    -5     T
       98  0.4700000E+02  0.50000E+00    2      224     4    -5     T
      100  0.4800000E+02  0.50000E+00    2      228     4    -5     T
      102  0.4900000E+02  0.50000E+00    2      232     4    -5     T
      104  0.5000000E+02  0.50000E+00    2      236     4    -5     T
      106  0.5100000E+02  0.50000E+00    2      240     4    -5     T
      108  0.5200000E+02  0.50000E+00    2      244     4    -5     T
      110  0.5300000E+02  0.50000E+00    2      248     4    -5     T
      112  0.5400000E+02  0.50000E+00    2      252     4    -5     T
      114  0.5500000E+02  0.50000E+00    2      256     4    -5     T
      116  0.5600000E+02  0.50000E+00    2      260     4    -5     T
      118  0.5700000E+02  0.50000E+00    2      264     4    -5     T
      120  0.5800000E+02  0.50000E+00    2      268     4    -5     T
      122  0.5900000E+02  0.50000E+00    2      272     4    -5     T
      124  0.6000000E+02  0.50000E+00    2      276     4    -5     T
      126  0.6100000E+02  0.50000E+00    2      280     4    -5     T
      128  0.6200000E+02  0.50000E+00    2      284     4    -5     T
      130  0.6300000E+02  0.50000E+00    2      288     4    -5     T
      132  0.6400000E+02  0.50000E+00    2      292     4    -5     T
      134  0.6500000E+02  0.50000E+00    2      296     4    -5     T
      136  0.6600000E+02  0.50000E+00    2      300     4    -5     T
      138  0.6700000E+02  0.50000E+00    2      304     4    -5     T
      140  0.6800000E+02  0.50000E+00    2      308     4    -5     T
      142  0.6900000E+02  0.50000E+00    2      312     4    -5     T
      144  0.7000000E+02  0.50000E+00    2      316     4    -5     T
      146  0.7100000E+02  0.50000E+00    2      320     4    -5     T
      148  0.7200000E+02  0.50000E+00    2      324     4    -5     T
      150  0.7300000E+02  0.50000E+00    2      328     4    -5     T
      152  0.7400000E+02  0.50000E+00    2      332     4    -5     T
      154  0.7500000E+02  0.50000E+00    2      336     4    -5     T
      156  0.7600000E+02  0.50000E+00    2      340     4    -5     T
      158  0.7700000E+02  0.50000E+00    2      344     4    -5     T
      160  0.7800000E+02  0.50000E+00    2      348     4    -5     T
      162  0.7900000E+02  0.50000E+00    2      352     4    -5     T
      164  0.8000000E+02  0.50000E+00    2      356     4    -5     T
