,Unnamed: 0,date,pet_mm,temp.mean.agr_c,min_temp_c,max_temp_c,precip_mm,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h3,theta3,temp3,h7,theta7,temp7,h12,theta12,temp12,h22,theta22,temp22,h32,theta32,temp32,h47,theta47,temp47,h72,theta72,temp72,h92,theta92,temp92,h112,theta112,temp112
0,1,2023-01-01,5,20,10,25,0,5.0,0.0,0.87255,0.0,-1.5679,5.0,0.0,2.3535,0.0,-1.7191,-1000000.0,0.0,-17.272,0.0,0.0,60.277,0.0,2.3535,0.0,-720.13,0.2107,20.0,-155.64,0.3116,20.0,-96.03,0.3473,20.0,-60.5,0.3779,20.0,-46.04,0.393,20.0,-34.91,0.4057,20.0,-25.81,0.4164,20.0,-21.9,0.421,20.0,-19.39,0.424,20.0
1,2,2023-01-02,5,20,10,25,0,5.0,0.0,0.52178,0.0,-1.1151,10.0,0.0,3.0003,0.0,-3.0371,-1000000.0,0.0,-23.865,0.0,0.0,58.312,0.0,3.0003,0.0,-898.5,0.1995,20.0,-202.64,0.2922,20.0,-128.05,0.3265,20.0,-82.69,0.358,20.0,-64.0,0.3746,20.0,-49.29,0.3895,20.0,-36.84,0.4034,20.0,-31.13,0.4101,20.0,-27.35,0.4146,20.0
2,3,2023-01-03,5,20,10,25,0,5.0,0.0,0.3906,0.0,-0.84312,15.0,0.0,3.441,0.0,-4.0036,-1000000.0,0.0,-29.943,0.0,0.0,56.905,0.0,3.441,0.0,-1012.9,0.1936,20.0,-236.71,0.2806,20.0,-150.58,0.314,20.0,-98.55,0.3456,20.0,-76.95,0.3627,20.0,-59.89,0.3785,20.0,-45.31,0.3939,20.0,-38.55,0.4015,20.0,-34.03,0.4067,20.0
3,4,2023-01-04,5,20,10,25,0,5.0,0.0,0.30567,0.0,-0.68226,20.0,0.0,3.788,0.0,-4.7632,-1000000.0,0.0,-35.272,0.0,0.0,55.798,0.0,3.788,0.0,-1117.29,0.1894,20.0,-263.08,0.2734,20.0,-168.92,0.3059,20.0,-111.35,0.3369,20.0,-87.49,0.3541,20.0,-68.58,0.3704,20.0,-52.32,0.3864,20.0,-44.83,0.3944,20.0,-39.7,0.4002,20.0
4,5,2023-01-05,5,20,10,25,0,5.0,0.0,0.26346,0.0,-0.56838,25.0,0.0,4.0745,0.0,-5.3757,-1000000.0,0.0,-39.842,0.0,0.0,54.899,0.0,4.0745,0.0,-1190.89,0.1863,20.0,-287.92,0.267,20.0,-184.53,0.299,20.0,-122.34,0.3297,20.0,-96.51,0.347,20.0,-76.01,0.3635,20.0,-58.4,0.38,20.0,-50.2,0.3886,20.0,-44.76,0.3945,20.0
5,6,2023-01-06,5,20,10,25,0,5.0,0.0,0.22943,0.0,-0.48568,30.0,0.0,4.3198,0.0,-5.898,-1000000.0,0.0,-44.141,0.0,0.0,54.132,0.0,4.3198,0.0,-1255.02,0.184,20.0,-307.2,0.2621,20.0,-198.35,0.2936,20.0,-132.07,0.3243,20.0,-104.49,0.3416,20.0,-82.6,0.3581,20.0,-63.76,0.3749,20.0,-55.06,0.3835,20.0,-49.18,0.3897,20.0
6,7,2023-01-07,5,20,10,25,0,5.0,0.0,0.20499,0.0,-0.41672,35.0,0.0,4.5378,0.0,-6.3385,-1000000.0,0.0,-47.879,0.0,0.0,53.473,0.0,4.5378,0.0,-1337.85,0.1816,20.0,-325.06,0.2587,20.0,-210.65,0.2895,20.0,-140.6,0.3196,20.0,-111.54,0.3368,20.0,-88.47,0.3533,20.0,-68.61,0.3703,20.0,-59.43,0.379,20.0,-53.24,0.3854,20.0
7,8,2023-01-08,5,20,10,25,0,5.0,0.0,0.18848,0.0,-0.37563,40.0,0.0,4.7334,0.0,-6.7293,-1000000.0,0.0,-51.44,0.0,0.0,52.887,0.0,4.7334,0.0,-1410.77,0.1794,20.0,-342.31,0.2553,20.0,-221.71,0.2857,20.0,-148.5,0.3152,20.0,-118.07,0.3323,20.0,-93.91,0.349,20.0,-73.09,0.3661,20.0,-63.42,0.3752,20.0,-57.05,0.3815,20.0
8,9,2023-01-09,5,20,10,25,0,5.0,0.0,0.17225,0.0,-0.33636,45.0,0.0,4.9104,0.0,-7.081,-1000000.0,0.0,-54.833,0.0,0.0,52.358,0.0,4.9104,0.0,-1445.59,0.1783,20.0,-359.03,0.2521,20.0,-232.39,0.2821,20.0,-156.05,0.3115,20.0,-124.27,0.3286,20.0,-99.0,0.3453,20.0,-77.24,0.3625,20.0,-67.19,0.3717,20.0,-60.52,0.3779,20.0
9,10,2023-01-10,5,20,10,25,0,5.0,0.0,0.15945,0.0,-0.29993,50.0,0.0,5.0753,0.0,-7.396,-1000000.0,0.0,-57.978,0.0,0.0,51.878,0.0,5.0753,0.0,-1491.9,0.177,20.0,-374.01,0.2492,20.0,-242.52,0.2787,20.0,-163.09,0.3084,20.0,-130.01,0.3254,20.0,-103.74,0.3421,20.0,-81.15,0.3593,20.0,-70.76,0.3683,20.0,-63.78,0.3748,20.0
10,11,2023-01-11,5,20,10,25,0,5.0,0.0,0.14651,0.0,-0.2712,55.0,0.0,5.227,0.0,-7.678,-1000000.0,0.0,-60.849,0.0,0.0,51.444,0.0,5.227,0.0,-1534.08,0.1757,20.0,-387.07,0.2467,20.0,-251.99,0.2762,20.0,-169.59,0.3056,20.0,-135.35,0.3225,20.0,-108.18,0.339,20.0,-84.83,0.3563,20.0,-74.11,0.3652,20.0,-66.92,0.3719,20.0
11,12,2023-01-12,5,20,10,25,0,5.0,0.0,0.13788,0.0,-0.25272,60.0,0.0,5.3682,0.0,-7.9383,-1000000.0,0.0,-63.67,0.0,0.0,51.043,0.0,5.3682,0.0,-1570.54,0.1747,20.0,-399.48,0.2449,20.0,-260.89,0.2739,20.0,-175.69,0.3029,20.0,-140.39,0.3197,20.0,-112.39,0.3362,20.0,-88.33,0.3535,20.0,-77.24,0.3625,20.0,-69.92,0.3691,20.0
12,13,2023-01-13,5,20,10,25,0,5.0,0.0,0.12957,0.0,-0.23484,65.0,0.0,5.5014,0.0,-8.1789,-1000000.0,0.0,-66.394,0.0,0.0,50.669,0.0,5.5014,0.0,-1626.31,0.1736,20.0,-411.36,0.2432,20.0,-269.0,0.2718,20.0,-181.45,0.3004,20.0,-145.18,0.317,20.0,-116.38,0.3335,20.0,-91.64,0.3508,20.0,-80.23,0.36,20.0,-72.77,0.3664,20.0
13,14,2023-01-14,5,20,10,25,0,5.0,0.0,0.123,0.0,-0.21777,70.0,0.0,5.6258,0.0,-8.4009,-1000000.0,0.0,-68.995,0.0,0.0,50.323,0.0,5.6258,0.0,-1681.27,0.1724,20.0,-422.32,0.2417,20.0,-276.69,0.2699,20.0,-187.0,0.2979,20.0,-149.78,0.3145,20.0,-120.22,0.3309,20.0,-94.8,0.3482,20.0,-83.1,0.3577,20.0,-75.42,0.364,20.0
14,15,2023-01-15,5,20,10,25,0,5.0,0.0,0.11525,0.0,-0.20158,75.0,0.0,5.7438,0.0,-8.6065,-1000000.0,0.0,-71.465,0.0,0.0,49.999,0.0,5.7438,0.0,-1720.8,0.1716,20.0,-434.94,0.2398,20.0,-284.01,0.268,20.0,-192.44,0.2956,20.0,-154.28,0.3123,20.0,-123.94,0.3288,20.0,-97.83,0.3461,20.0,-85.86,0.3555,20.0,-77.96,0.3619,20.0
15,16,2023-01-16,5,20,10,25,0,5.0,0.0,0.11083,0.0,-0.18641,80.0,0.0,5.8561,0.0,-8.7966,-1000000.0,0.0,-73.789,0.0,0.0,49.697,0.0,5.8561,0.0,-1748.87,0.1709,20.0,-446.71,0.2381,20.0,-291.52,0.266,20.0,-197.72,0.2938,20.0,-158.58,0.3104,20.0,-127.48,0.3268,20.0,-100.75,0.3441,20.0,-88.52,0.3533,20.0,-80.43,0.3599,20.0
16,17,2023-01-17,5,20,10,25,0,5.0,0.0,0.10717,0.0,-0.17305,85.0,0.0,5.9644,0.0,-8.9728,-1000000.0,0.0,-75.976,0.0,0.0,49.412,0.0,5.9644,0.0,-1811.95,0.1696,20.0,-457.92,0.2366,20.0,-298.84,0.2642,20.0,-202.77,0.2921,20.0,-162.68,0.3086,20.0,-130.86,0.325,20.0,-103.56,0.3422,20.0,-91.09,0.3512,20.0,-82.83,0.3579,20.0
17,18,2023-01-18,5,20,10,25,0,5.0,0.0,0.10124,0.0,-0.1651,90.0,0.0,6.0675,0.0,-9.1405,-1000000.0,0.0,-78.248,0.0,0.0,49.141,0.0,6.0675,0.0,-1838.86,0.1691,20.0,-468.63,0.235,20.0,-305.89,0.2624,20.0,-207.6,0.2905,20.0,-166.63,0.3069,20.0,-134.13,0.3231,20.0,-106.29,0.3403,20.0,-93.57,0.3492,20.0,-85.18,0.356,20.0
18,19,2023-01-19,5,20,10,25,0,5.0,0.0,0.097908,0.0,-0.15741,95.0,0.0,6.1663,0.0,-9.3007,-1000000.0,0.0,-80.444,0.0,0.0,48.882,0.0,6.1663,0.0,-1879.7,0.1682,20.0,-478.28,0.2336,20.0,-312.66,0.2611,20.0,-212.26,0.2889,20.0,-170.44,0.3052,20.0,-137.3,0.3214,20.0,-108.93,0.3385,20.0,-95.97,0.3473,20.0,-87.48,0.3542,20.0
19,20,2023-01-20,5,20,10,25,0,5.0,0.0,0.091816,0.0,-0.14993,100.0,0.0,6.2602,0.0,-9.4535,-1000000.0,0.0,-82.587,0.0,0.0,48.636,0.0,6.2602,0.0,-1889.64,0.1679,20.0,-487.32,0.2324,20.0,-319.35,0.2598,20.0,-216.75,0.2874,20.0,-174.14,0.3036,20.0,-140.38,0.3197,20.0,-111.5,0.3368,20.0,-98.32,0.3457,20.0,-89.72,0.3523,20.0
20,21,2023-01-21,5,20,10,25,0,5.0,0.0,0.089577,0.0,-0.14263,105.0,0.0,6.3501,0.0,-9.599,-1000000.0,0.0,-84.664,0.0,0.0,48.4,0.0,6.3501,0.0,-1913.44,0.1674,20.0,-495.55,0.2315,20.0,-325.7,0.2585,20.0,-221.06,0.2859,20.0,-177.71,0.302,20.0,-143.37,0.318,20.0,-114.0,0.3351,20.0,-100.59,0.3442,20.0,-91.88,0.3506,20.0
21,22,2023-01-22,5,20,10,25,0,5.0,0.0,0.0877,0.0,-0.13555,110.0,0.0,6.4374,0.0,-9.7376,-1000000.0,0.0,-86.687,0.0,0.0,48.174,0.0,6.4374,0.0,-1932.86,0.167,20.0,-504.29,0.2306,20.0,-331.74,0.2574,20.0,-225.31,0.2845,20.0,-181.21,0.3005,20.0,-146.31,0.3164,20.0,-116.44,0.3334,20.0,-102.81,0.3427,20.0,-93.97,0.3489,20.0
22,23,2023-01-23,5,20,10,25,0,5.0,0.0,0.082866,0.0,-0.12869,115.0,0.0,6.5217,0.0,-9.8691,-1000000.0,0.0,-88.642,0.0,0.0,47.958,0.0,6.5217,0.0,-1948.47,0.1667,20.0,-512.79,0.2297,20.0,-337.49,0.2562,20.0,-229.42,0.2831,20.0,-184.64,0.299,20.0,-149.19,0.3148,20.0,-118.83,0.3318,20.0,-104.98,0.3412,20.0,-95.98,0.3473,20.0
23,24,2023-01-24,5,20,10,25,0,5.0,0.0,0.081297,0.0,-0.12206,120.0,0.0,6.6032,0.0,-9.9941,-1000000.0,0.0,-90.534,0.0,0.0,47.752,0.0,6.6032,0.0,-1974.49,0.1661,20.0,-520.66,0.2288,20.0,-343.2,0.2551,20.0,-233.47,0.2817,20.0,-188.02,0.2975,20.0,-152.03,0.3133,20.0,-121.17,0.3303,20.0,-107.09,0.3398,20.0,-97.95,0.346,20.0
24,25,2023-01-25,5,20,10,25,0,5.0,0.0,0.07622,0.0,-0.11567,125.0,0.0,6.682,0.0,-10.113,-1000000.0,0.0,-92.361,0.0,0.0,47.555,0.0,6.682,0.0,-2007.11,0.1657,20.0,-528.1,0.228,20.0,-348.66,0.2541,20.0,-237.51,0.2803,20.0,-191.37,0.296,20.0,-154.82,0.312,20.0,-123.45,0.329,20.0,-109.16,0.3384,20.0,-99.87,0.3447,20.0
25,26,2023-01-26,5,20,10,25,0,5.0,0.0,0.075118,0.0,-0.10951,130.0,0.0,6.7585,0.0,-10.225,-1000000.0,0.0,-94.119,0.0,0.0,47.366,0.0,6.7585,0.0,-2039.57,0.1652,20.0,-536.06,0.2272,20.0,-353.89,0.2531,20.0,-241.44,0.279,20.0,-194.68,0.2949,20.0,-157.52,0.3109,20.0,-125.68,0.3278,20.0,-111.18,0.337,20.0,-101.76,0.3434,20.0
26,27,2023-01-27,5,20,10,25,0,5.0,0.0,0.072659,0.0,-0.1041,135.0,0.0,6.8332,0.0,-10.331,-1000000.0,0.0,-95.873,0.0,0.0,47.185,0.0,6.8332,0.0,-2080.22,0.1645,20.0,-544.73,0.2263,20.0,-358.97,0.2521,20.0,-245.36,0.278,20.0,-197.88,0.2938,20.0,-160.14,0.3097,20.0,-127.84,0.3266,20.0,-113.16,0.3357,20.0,-103.62,0.3421,20.0
27,28,2023-01-28,5,20,10,25,0,5.0,0.0,0.072197,0.0,-0.10092,140.0,0.0,6.905,0.0,-10.433,-1000000.0,0.0,-97.669,0.0,0.0,47.011,0.0,6.905,0.0,-2099.69,0.1642,20.0,-553.54,0.2253,20.0,-364.11,0.2511,20.0,-249.15,0.277,20.0,-200.97,0.2927,20.0,-162.69,0.3086,20.0,-129.95,0.3255,20.0,-115.09,0.3343,20.0,-105.44,0.3409,20.0
28,29,2023-01-29,5,20,10,25,0,5.0,0.0,0.069706,0.0,-0.09785,145.0,0.0,6.9756,0.0,-10.532,-1000000.0,0.0,-99.408,0.0,0.0,46.841,0.0,6.9756,0.0,-2129.07,0.1638,20.0,-562.21,0.2244,20.0,-369.65,0.25,20.0,-252.82,0.276,20.0,-203.97,0.2917,20.0,-165.17,0.3075,20.0,-132.02,0.3243,20.0,-116.99,0.3331,20.0,-107.24,0.3397,20.0
29,30,2023-01-30,5,20,10,25,0,5.0,0.0,0.067874,0.0,-0.094845,150.0,0.0,7.0438,0.0,-10.628,-1000000.0,0.0,-101.11,0.0,0.0,46.677,0.0,7.0438,0.0,-2152.32,0.1634,20.0,-570.33,0.2236,20.0,-375.02,0.249,20.0,-256.44,0.2751,20.0,-206.88,0.2907,20.0,-167.58,0.3064,20.0,-134.03,0.3232,20.0,-118.84,0.3318,20.0,-109.0,0.3385,20.0
30,31,2023-01-31,5,20,10,25,0,5.0,0.0,0.066411,0.0,-0.0919,155.0,0.0,7.1106,0.0,-10.721,-1000000.0,0.0,-102.77,0.0,0.0,46.518,0.0,7.1106,0.0,-2177.96,0.163,20.0,-578.29,0.2227,20.0,-380.2,0.248,20.0,-259.94,0.2742,20.0,-209.73,0.2898,20.0,-169.94,0.3054,20.0,-136.0,0.3221,20.0,-120.65,0.3306,20.0,-110.73,0.3373,20.0
31,32,2023-02-01,5,20,10,25,0,5.0,0.0,0.064888,0.0,-0.089011,160.0,0.0,7.1759,0.0,-10.81,-1000000.0,0.0,-104.41,0.0,0.0,46.363,0.0,7.1759,0.0,-2205.74,0.1626,20.0,-586.2,0.2219,20.0,-385.22,0.247,20.0,-263.37,0.2733,20.0,-212.53,0.2888,20.0,-172.25,0.3044,20.0,-137.94,0.321,20.0,-122.45,0.3296,20.0,-112.43,0.3362,20.0
32,33,2023-02-02,5,20,10,25,0,5.0,0.0,0.063163,0.0,-0.086178,165.0,0.0,7.2395,0.0,-10.897,-1000000.0,0.0,-106.01,0.0,0.0,46.212,0.0,7.2395,0.0,-2233.12,0.1621,20.0,-593.86,0.2211,20.0,-390.29,0.2463,20.0,-266.73,0.2724,20.0,-215.25,0.2879,20.0,-174.53,0.3034,20.0,-139.85,0.32,20.0,-124.2,0.3286,20.0,-114.1,0.335,20.0
33,34,2023-02-03,5,20,10,25,0,5.0,0.0,0.061452,0.0,-0.083401,170.0,0.0,7.3014,0.0,-10.981,-1000000.0,0.0,-107.58,0.0,0.0,46.067,0.0,7.3014,0.0,-2259.11,0.1617,20.0,-601.07,0.2203,20.0,-395.08,0.2456,20.0,-270.0,0.2716,20.0,-217.94,0.287,20.0,-176.76,0.3024,20.0,-141.72,0.3189,20.0,-125.93,0.3277,20.0,-115.73,0.3339,20.0
34,35,2023-02-04,5,20,10,25,0,5.0,0.0,0.059876,0.0,-0.08068,175.0,0.0,7.3616,0.0,-11.063,-1000000.0,0.0,-109.12,0.0,0.0,45.925,0.0,7.3616,0.0,-2283.99,0.1614,20.0,-607.61,0.2196,20.0,-399.89,0.2449,20.0,-273.22,0.2708,20.0,-220.58,0.2861,20.0,-178.97,0.3015,20.0,-143.57,0.3179,20.0,-127.63,0.3267,20.0,-117.34,0.3328,20.0
35,36,2023-02-05,5,20,10,25,0,5.0,0.0,0.058309,0.0,-0.078015,180.0,0.0,7.4202,0.0,-11.141,-1000000.0,0.0,-110.63,0.0,0.0,45.788,0.0,7.4202,0.0,-2307.35,0.161,20.0,-613.65,0.219,20.0,-404.57,0.2442,20.0,-276.38,0.2699,20.0,-223.18,0.2852,20.0,-181.14,0.3005,20.0,-145.4,0.3169,20.0,-129.3,0.3258,20.0,-118.91,0.3318,20.0
36,37,2023-02-06,5,20,10,25,0,5.0,0.0,0.056516,0.0,-0.075406,185.0,0.0,7.4773,0.0,-11.217,-1000000.0,0.0,-112.1,0.0,0.0,45.654,0.0,7.4773,0.0,-2325.88,0.1607,20.0,-619.98,0.2185,20.0,-409.19,0.2435,20.0,-279.45,0.2692,20.0,-225.74,0.2843,20.0,-183.29,0.2996,20.0,-147.2,0.3159,20.0,-130.94,0.3249,20.0,-120.44,0.3307,20.0
37,38,2023-02-07,5,20,10,25,0,5.0,0.0,0.054593,0.0,-0.072852,190.0,0.0,7.5331,0.0,-11.291,-1000000.0,0.0,-113.55,0.0,0.0,45.525,0.0,7.5331,0.0,-2336.94,0.1605,20.0,-626.12,0.218,20.0,-413.65,0.2429,20.0,-282.52,0.2684,20.0,-228.27,0.2835,20.0,-185.42,0.2986,20.0,-148.98,0.3149,20.0,-132.56,0.324,20.0,-121.96,0.3299,20.0
38,39,2023-02-08,5,20,10,25,0,5.0,0.0,0.054429,0.0,-0.070353,195.0,0.0,7.5881,0.0,-11.362,-1000000.0,0.0,-114.96,0.0,0.0,45.399,0.0,7.5881,0.0,-2364.38,0.1601,20.0,-631.98,0.2176,20.0,-417.91,0.2423,20.0,-285.55,0.2676,20.0,-230.78,0.2826,20.0,-187.53,0.2977,20.0,-150.74,0.314,20.0,-134.15,0.3231,20.0,-123.46,0.329,20.0
39,40,2023-02-09,5,20,10,25,0,5.0,0.0,0.054631,0.0,-0.067904,200.0,0.0,7.6423,0.0,-11.431,-1000000.0,0.0,-116.34,0.0,0.0,45.276,0.0,7.6423,0.0,-2388.63,0.1598,20.0,-638.02,0.2171,20.0,-422.1,0.2417,20.0,-288.5,0.2668,20.0,-233.25,0.2818,20.0,-189.63,0.2968,20.0,-152.5,0.3131,20.0,-135.72,0.3223,20.0,-124.94,0.3282,20.0
40,41,2023-02-10,5,20,10,25,0,5.0,0.0,0.052318,0.0,-0.065508,205.0,0.0,7.6946,0.0,-11.497,-1000000.0,0.0,-117.7,0.0,0.0,45.158,0.0,7.6946,0.0,-2394.75,0.1597,20.0,-643.82,0.2167,20.0,-426.15,0.2411,20.0,-291.48,0.2661,20.0,-235.73,0.2809,20.0,-191.73,0.2959,20.0,-154.22,0.3123,20.0,-137.27,0.3214,20.0,-126.4,0.3274,20.0
41,42,2023-02-11,5,20,10,25,0,5.0,0.0,0.050992,0.0,-0.063164,210.0,0.0,7.7457,0.0,-11.561,-1000000.0,0.0,-119.03,0.0,0.0,45.043,0.0,7.7457,0.0,-2400.12,0.1596,20.0,-649.32,0.2162,20.0,-430.17,0.2405,20.0,-294.38,0.2653,20.0,-238.18,0.2801,20.0,-193.8,0.2952,20.0,-155.92,0.3116,20.0,-138.79,0.3206,20.0,-127.84,0.3266,20.0
42,43,2023-02-12,5,20,10,25,0,5.0,0.0,0.051968,0.0,-0.060832,215.0,0.0,7.7973,0.0,-11.622,-1000000.0,0.0,-120.34,0.0,0.0,44.93,0.0,7.7973,0.0,-2434.54,0.159,20.0,-655.53,0.2157,20.0,-434.24,0.2399,20.0,-297.26,0.2646,20.0,-240.63,0.2793,20.0,-195.84,0.2945,20.0,-157.59,0.3108,20.0,-140.3,0.3197,20.0,-129.26,0.3258,20.0
43,44,2023-02-13,5,20,10,25,0,5.0,0.0,0.050532,0.0,-0.059493,220.0,0.0,7.8471,0.0,-11.682,-1000000.0,0.0,-121.81,0.0,0.0,44.82,0.0,7.8471,0.0,-2445.6,0.1589,20.0,-661.27,0.2153,20.0,-438.26,0.2394,20.0,-300.21,0.2638,20.0,-243.07,0.2785,20.0,-197.84,0.2938,20.0,-159.23,0.3101,20.0,-141.79,0.3189,20.0,-130.67,0.3251,20.0
44,45,2023-02-14,5,20,10,25,0,5.0,0.0,0.047041,0.0,-0.058301,225.0,0.0,7.8955,0.0,-11.741,-1000000.0,0.0,-123.22,0.0,0.0,44.713,0.0,7.8955,0.0,-2447.61,0.1588,20.0,-665.98,0.2149,20.0,-442.1,0.2388,20.0,-303.1,0.2631,20.0,-245.47,0.2779,20.0,-199.8,0.2931,20.0,-160.85,0.3094,20.0,-143.27,0.3181,20.0,-132.07,0.3243,20.0
45,46,2023-02-15,5,20,10,25,0,5.0,0.0,0.046427,0.0,-0.057138,230.0,0.0,7.9432,0.0,-11.798,-1000000.0,0.0,-124.59,0.0,0.0,44.608,0.0,7.9432,0.0,-2460.27,0.1586,20.0,-671.06,0.2145,20.0,-445.82,0.2383,20.0,-305.94,0.2624,20.0,-247.84,0.2773,20.0,-201.73,0.2925,20.0,-162.45,0.3087,20.0,-144.72,0.3173,20.0,-133.46,0.3235,20.0
46,47,2023-02-16,5,20,10,25,0,5.0,0.0,0.04695,0.0,-0.055996,235.0,0.0,7.9902,0.0,-11.855,-1000000.0,0.0,-125.94,0.0,0.0,44.504,0.0,7.9902,0.0,-2480.06,0.1584,20.0,-676.9,0.2141,20.0,-449.48,0.2378,20.0,-308.79,0.2618,20.0,-250.14,0.2767,20.0,-203.63,0.2918,20.0,-164.02,0.308,20.0,-146.17,0.3165,20.0,-134.83,0.3228,20.0
47,48,2023-02-17,5,20,10,25,0,5.0,0.0,0.046758,0.0,-0.054874,240.0,0.0,8.0373,0.0,-11.91,-1000000.0,0.0,-127.26,0.0,0.0,44.402,0.0,8.0373,0.0,-2517.94,0.1579,20.0,-683.15,0.2136,20.0,-453.06,0.2372,20.0,-311.58,0.2613,20.0,-252.42,0.2761,20.0,-205.49,0.2912,20.0,-165.57,0.3073,20.0,-147.6,0.3157,20.0,-136.19,0.322,20.0
48,49,2023-02-18,5,20,10,25,0,5.0,0.0,0.045614,0.0,-0.053768,245.0,0.0,8.0833,0.0,-11.964,-1000000.0,0.0,-128.56,0.0,0.0,44.302,0.0,8.0833,0.0,-2547.39,0.1575,20.0,-689.59,0.2131,20.0,-456.61,0.2367,20.0,-314.32,0.2607,20.0,-254.64,0.2756,20.0,-207.32,0.2906,20.0,-167.09,0.3067,20.0,-149.01,0.3149,20.0,-137.53,0.3213,20.0
49,50,2023-02-19,5,20,10,25,0,5.0,0.0,0.044555,0.0,-0.052678,250.0,0.0,8.1281,0.0,-12.017,-1000000.0,0.0,-129.85,0.0,0.0,44.204,0.0,8.1281,0.0,-2564.64,0.1574,20.0,-695.91,0.2126,20.0,-460.45,0.2362,20.0,-317.0,0.2602,20.0,-256.84,0.275,20.0,-209.13,0.29,20.0,-168.6,0.306,20.0,-150.42,0.3141,20.0,-138.86,0.3205,20.0
50,51,2023-02-20,5,20,10,25,0,5.0,0.0,0.043692,0.0,-0.051603,255.0,0.0,8.172,0.0,-12.069,-1000000.0,0.0,-131.12,0.0,0.0,44.108,0.0,8.172,0.0,-2575.77,0.1573,20.0,-701.87,0.2122,20.0,-464.41,0.2356,20.0,-319.63,0.2597,20.0,-259.0,0.2744,20.0,-210.92,0.2894,20.0,-170.1,0.3053,20.0,-151.81,0.3134,20.0,-140.17,0.3198,20.0
51,52,2023-02-21,5,20,10,25,0,5.0,0.0,0.043126,0.0,-0.050543,260.0,0.0,8.2152,0.0,-12.12,-1000000.0,0.0,-132.37,0.0,0.0,44.014,0.0,8.2152,0.0,-2586.62,0.1572,20.0,-707.58,0.2117,20.0,-468.33,0.235,20.0,-322.27,0.2592,20.0,-261.13,0.2739,20.0,-212.68,0.2888,20.0,-171.57,0.3047,20.0,-153.19,0.3127,20.0,-141.47,0.3191,20.0
52,53,2023-02-22,5,20,10,25,0,5.0,0.0,0.042788,0.0,-0.049496,265.0,0.0,8.2581,0.0,-12.169,-1000000.0,0.0,-133.6,0.0,0.0,43.922,0.0,8.2581,0.0,-2602.06,0.157,20.0,-713.28,0.2113,20.0,-472.17,0.2345,20.0,-324.88,0.2587,20.0,-263.23,0.2733,20.0,-214.42,0.2882,20.0,-173.03,0.3041,20.0,-154.56,0.3121,20.0,-142.75,0.3184,20.0
53,54,2023-02-23,5,20,10,25,0,5.0,0.0,0.042478,0.0,-0.048464,270.0,0.0,8.3006,0.0,-12.218,-1000000.0,0.0,-134.82,0.0,0.0,43.831,0.0,8.3006,0.0,-2623.08,0.1568,20.0,-719.15,0.2108,20.0,-475.96,0.2339,20.0,-327.44,0.2582,20.0,-265.31,0.2728,20.0,-216.14,0.2876,20.0,-174.48,0.3034,20.0,-155.91,0.3116,20.0,-144.02,0.3177,20.0
54,55,2023-02-24,5,20,10,25,0,5.0,0.0,0.042,0.0,-0.047446,275.0,0.0,8.3428,0.0,-12.266,-1000000.0,0.0,-136.02,0.0,0.0,43.741,0.0,8.3428,0.0,-2646.82,0.1565,20.0,-725.18,0.2104,20.0,-479.72,0.2334,20.0,-329.96,0.2577,20.0,-267.36,0.2723,20.0,-217.84,0.287,20.0,-175.91,0.3028,20.0,-157.24,0.311,20.0,-145.27,0.317,20.0
55,56,2023-02-25,5,20,10,25,0,5.0,0.0,0.041326,0.0,-0.046442,280.0,0.0,8.3843,0.0,-12.313,-1000000.0,0.0,-137.2,0.0,0.0,43.652,0.0,8.3843,0.0,-2669.35,0.1562,20.0,-731.23,0.2099,20.0,-483.46,0.2329,20.0,-332.45,0.2572,20.0,-269.39,0.2718,20.0,-219.52,0.2864,20.0,-177.32,0.3022,20.0,-158.56,0.3104,20.0,-146.51,0.3163,20.0
56,57,2023-02-26,5,20,10,25,0,5.0,0.0,0.040608,0.0,-0.04545,285.0,0.0,8.425,0.0,-12.358,-1000000.0,0.0,-138.37,0.0,0.0,43.566,0.0,8.425,0.0,-2689.37,0.156,20.0,-737.17,0.2094,20.0,-487.18,0.2324,20.0,-334.92,0.2567,20.0,-271.39,0.2712,20.0,-221.2,0.2859,20.0,-178.73,0.3016,20.0,-159.86,0.3098,20.0,-147.74,0.3156,20.0
57,58,2023-02-27,5,20,10,25,0,5.0,0.0,0.039977,0.0,-0.044472,290.0,0.0,8.4652,0.0,-12.403,-1000000.0,0.0,-139.52,0.0,0.0,43.481,0.0,8.4652,0.0,-2708.39,0.1558,20.0,-742.9,0.209,20.0,-490.91,0.232,20.0,-337.37,0.2563,20.0,-273.38,0.2707,20.0,-222.85,0.2853,20.0,-180.12,0.301,20.0,-161.15,0.3093,20.0,-148.96,0.315,20.0
58,59,2023-02-28,5,20,10,25,0,5.0,0.0,0.039419,0.0,-0.043506,295.0,0.0,8.5047,0.0,-12.447,-1000000.0,0.0,-140.66,0.0,0.0,43.398,0.0,8.5047,0.0,-2727.98,0.1556,20.0,-748.44,0.2086,20.0,-494.5,0.2316,20.0,-339.78,0.2558,20.0,-275.35,0.2702,20.0,-224.49,0.2848,20.0,-181.51,0.3004,20.0,-162.42,0.3087,20.0,-150.16,0.3143,20.0
