,Date,Precip,ET_cm,MinTemp,MaxTemp,AvgTemp,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h37,theta37,temp37
0,2023-01-01,0.0,0.07112,-6.275,4.775,-1.26458333333333,0.0,0.0,1.5641e-08,0.0,-1.1966e-05,0.0,0.0,1.1164e-08,0.0,-1.2025e-05,-15.089,-7.55,-15.047,0.0,0.0,26.028,0.0,4.5701e-08,0.0,-15.0,0.3517,20.0
1,2023-01-02,0.0,0.03556,-9.8,2.45,-4.71354166666667,0.03556,0.0,0.03556,0.0,-1.1802e-05,0.03556,0.0,0.03556,0.0,-2.3887e-05,-146.52,-7.5593,-15.093,0.0,0.0,25.993,0.0,0.03556,0.0,-15.0,0.3517,20.0
2,2023-01-03,0.0,0.10668,-8.45,2.175,-3.865625,0.10668,0.0,0.10668,0.0,-1.1683e-05,0.14224,0.0,0.14224,0.0,-3.5614e-05,-52134.0,-7.5939,-15.139,0.0,0.0,25.886,0.0,0.14224,0.0,-15.0,0.3517,20.0
3,2023-01-04,0.0,0.0762,-7.55,4.15,-2.59895833333333,0.0762,0.0,0.0017141,0.0,-1.1548e-05,0.21844,0.0,0.15332,0.0,-4.7222e-05,-1000000.0,-7.6321,-15.184,0.0,0.0,25.875,0.0,0.15332,0.0,-15.0,0.3517,20.0
4,2023-01-05,0.0,0.03302,-11.3,1.75,-4.66666666666667,0.03302,0.0,0.00078142,0.0,-1.1399e-05,0.25146,0.0,0.15436,0.0,-5.8666e-05,-1000000.0,-7.6442,-15.229,0.0,0.0,25.874,0.0,0.15436,0.0,-15.0,0.3517,20.0
5,2023-01-06,0.4267,0.04826,-2.2,4.325,1.20104166666667,0.04826,0.0,0.0004094,0.0,-1.1265e-05,0.29972,0.0,0.15486,0.0,-6.9961e-05,-1000000.0,-7.6501,-15.273,0.0,0.0,25.873,0.0,0.15486,0.0,-15.0,0.3517,20.0
6,2023-01-07,0.0,0.127,-1.55,6.8,2.52291666666667,0.127,0.0,0.00022853,0.0,-1.1116e-05,0.42672,0.0,0.15512,0.0,-8.1107e-05,-1000000.0,-7.6533,-15.316,0.0,0.0,25.873,0.0,0.15512,0.0,-15.0,0.3517,20.0
7,2023-01-08,0.0,0.18542,0.45,7.175,3.51770833333333,0.18542,0.0,0.00015094,0.0,-1.0997e-05,0.61214,0.0,0.15529,0.0,-9.2134e-05,-1000000.0,-7.6554,-15.359,0.0,0.0,25.873,0.0,0.15529,0.0,-15.0,0.3517,20.0
8,2023-01-09,0.0,0.1778,-0.6,5.775,2.91770833333333,0.1778,0.0,0.00011618,0.0,-1.0848e-05,0.78994,0.0,0.15541,0.0,-0.00010301,-1000000.0,-7.6569,-15.402,0.0,0.0,25.873,0.0,0.15541,0.0,-15.0,0.3517,20.0
9,2023-01-10,0.0,0.09652,-7.15,7.1,0.789583333333333,0.09652,0.0,9.8498e-05,0.0,-1.0729e-05,0.88646,0.0,0.15551,0.0,-0.00011377,-1000000.0,-7.6582,-15.444,0.0,0.0,25.873,0.0,0.15551,0.0,-15.0,0.3517,20.0
10,2023-01-11,0.0017,0.04572,-7.9,3.25,-3.36770833333333,0.04572,0.0,8.7821e-05,0.0,-1.058e-05,0.93218,0.0,0.15561,0.0,-0.00012438,-1000000.0,-7.6593,-15.485,0.0,0.0,25.873,0.0,0.15561,0.0,-15.0,0.3517,20.0
11,2023-01-12,0.0,0.19304,-2.55,7.25,3.34895833333333,0.19304,0.0,8.0167e-05,0.0,-1.0461e-05,1.1252,0.0,0.15569,0.0,-0.00013487,-1000000.0,-7.6603,-15.526,0.0,0.0,25.873,0.0,0.15569,0.0,-15.0,0.3517,20.0
12,2023-01-13,0.0,0.23114,5.425,10.05,7.59479166666667,0.23114,0.0,7.41e-05,0.0,-1.0341e-05,1.3564,0.0,0.15576,0.0,-0.00014524,-1000000.0,-7.6613,-15.566,0.0,0.0,25.872,0.0,0.15576,0.0,-15.0,0.3517,20.0
13,2023-01-14,0.0,0.17272,0.625,9.625,5.56979166666667,0.17272,0.0,6.8895e-05,0.0,-1.0222e-05,1.5291,0.0,0.15583,0.0,-0.00015549,-1000000.0,-7.6621,-15.606,0.0,0.0,25.872,0.0,0.15583,0.0,-15.0,0.3517,20.0
14,2023-01-15,0.0,0.03302,-0.75,4.825,1.30833333333333,0.03302,0.0,6.4306e-05,0.0,-1.0073e-05,1.5621,0.0,0.1559,0.0,-0.0001656,-1000000.0,-7.663,-15.646,0.0,0.0,25.872,0.0,0.1559,0.0,-15.0,0.3517,20.0
15,2023-01-16,0.068,0.02032,-1.675,3.35,0.201041666666667,0.02032,0.0,6.0207e-05,0.0,-9.954e-06,1.5824,0.0,0.15596,0.0,-0.00017558,-1000000.0,-7.6638,-15.685,0.0,0.0,25.872,0.0,0.15596,0.0,-15.0,0.3517,20.0
