 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:17:10
 Units: L = mm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency

       22  0.1000000E+01  0.19550E+00    2       44    -4    -5     T
       26  0.2000000E+01  0.25000E+00    2       54    -4    -5     T
       32  0.3000000E+01  0.12500E+00    4       91    -4    -5     T
       38  0.4000000E+01  0.20000E+00    2      112     4    -5     T
       41  0.5000000E+01  0.33333E+00    2      118     4    -5     T
       43  0.6000000E+01  0.50000E+00    2      122     4    -5     T
       45  0.7000000E+01  0.50000E+00    2      126     4    -5     T
       47  0.8000000E+01  0.50000E+00    2      130     4    -5     T
       49  0.9000000E+01  0.50000E+00    2      134     4    -5     T
       51  0.1000000E+02  0.50000E+00    2      138     4    -5     T
       53  0.1100000E+02  0.50000E+00    2      142     4    -5     T
       55  0.1200000E+02  0.50000E+00    2      146     4    -5     T
       57  0.1300000E+02  0.50000E+00    2      150     4    -5     T
       59  0.1400000E+02  0.50000E+00    2      154     4    -5     T
       61  0.1500000E+02  0.50000E+00    2      158     4    -5     T
       63  0.1600000E+02  0.50000E+00    2      162     4    -5     T
       65  0.1700000E+02  0.50000E+00    2      166     4    -5     T
       67  0.1800000E+02  0.50000E+00    2      170     4    -5     T
       69  0.1900000E+02  0.50000E+00    2      174     4    -5     T
       71  0.2000000E+02  0.50000E+00    2      178     4    -5     T
       73  0.2100000E+02  0.50000E+00    2      182     4    -5     T
       75  0.2200000E+02  0.50000E+00    2      186     4    -5     T
       77  0.2300000E+02  0.50000E+00    2      190     4    -5     T
       79  0.2400000E+02  0.50000E+00    2      194     4    -5     T
       81  0.2500000E+02  0.50000E+00    2      198     4    -5     T
       83  0.2600000E+02  0.50000E+00    2      202     4    -5     T
       85  0.2700000E+02  0.50000E+00    2      206     4    -5     T
       87  0.2800000E+02  0.50000E+00    2      210     4    -5     T
       89  0.2900000E+02  0.50000E+00    2      214     4    -5     T
       91  0.3000000E+02  0.50000E+00    2      218     4    -5     T
       93  0.3100000E+02  0.50000E+00    2      222     4    -5     T
       95  0.3200000E+02  0.50000E+00    2      226     4    -5     T
       97  0.3300000E+02  0.50000E+00    2      230     4    -5     T
       99  0.3400000E+02  0.50000E+00    2      234     4    -5     T
      101  0.3500000E+02  0.50000E+00    2      238     4    -5     T
      103  0.3600000E+02  0.50000E+00    2      242     4    -5     T
      105  0.3700000E+02  0.50000E+00    2      246     4    -5     T
      107  0.3800000E+02  0.50000E+00    2      250     4    -5     T
      109  0.3900000E+02  0.50000E+00    2      254     4    -5     T
      111  0.4000000E+02  0.50000E+00    2      258     4    -5     T
      113  0.4100000E+02  0.50000E+00    2      262     4    -5     T
      115  0.4200000E+02  0.50000E+00    2      266     4    -5     T
      117  0.4300000E+02  0.50000E+00    2      270     4    -5     T
      119  0.4400000E+02  0.50000E+00    2      274     4    -5     T
      121  0.4500000E+02  0.50000E+00    2      278     4    -5     T
      123  0.4600000E+02  0.50000E+00    2      282     4    -5     T
      125  0.4700000E+02  0.50000E+00    2      286     4    -5     T
      127  0.4800000E+02  0.50000E+00    2      290     4    -5     T
      129  0.4900000E+02  0.50000E+00    2      294     4    -5     T
      131  0.5000000E+02  0.50000E+00    2      298     4    -5     T
      133  0.5100000E+02  0.50000E+00    2      302     4    -5     T
      135  0.5200000E+02  0.50000E+00    2      306     4    -5     T
      137  0.5300000E+02  0.50000E+00    2      310     4    -5     T
      139  0.5400000E+02  0.50000E+00    2      314     4    -5     T
      141  0.5500000E+02  0.50000E+00    2      318     4    -5     T
      143  0.5600000E+02  0.50000E+00    2      322     4    -5     T
      145  0.5700000E+02  0.50000E+00    2      326     4    -5     T
      147  0.5800000E+02  0.50000E+00    2      330     4    -5     T
      149  0.5900000E+02  0.50000E+00    2      334     4    -5     T
      151  0.6000000E+02  0.50000E+00    2      338     4    -5     T
      153  0.6100000E+02  0.50000E+00    2      342     4    -5     T
      155  0.6200000E+02  0.50000E+00    2      346     4    -5     T
      157  0.6300000E+02  0.50000E+00    2      350     4    -5     T
      159  0.6400000E+02  0.50000E+00    2      354     4    -5     T
      161  0.6500000E+02  0.50000E+00    2      358     4    -5     T
      163  0.6600000E+02  0.50000E+00    2      362     4    -5     T
      165  0.6700000E+02  0.50000E+00    2      366     4    -5     T
      167  0.6800000E+02  0.50000E+00    2      370     4    -5     T
      169  0.6900000E+02  0.50000E+00    2      374     4    -5     T
      171  0.7000000E+02  0.50000E+00    2      378     4    -5     T
      173  0.7100000E+02  0.50000E+00    2      382     4    -5     T
      175  0.7200000E+02  0.50000E+00    2      386     4    -5     T
      177  0.7300000E+02  0.50000E+00    2      390     4    -5     T
      179  0.7400000E+02  0.50000E+00    2      394     4    -5     T
      181  0.7500000E+02  0.50000E+00    2      398     4    -5     T
      183  0.7600000E+02  0.50000E+00    2      402     4    -5     T
      185  0.7700000E+02  0.50000E+00    2      406     4    -5     T
      187  0.7800000E+02  0.50000E+00    2      410     4    -5     T
      189  0.7900000E+02  0.50000E+00    2      414     4    -5     T
      191  0.8000000E+02  0.50000E+00    2      418     4    -5     T
      193  0.8100000E+02  0.50000E+00    2      422     4    -5     T
      195  0.8200000E+02  0.50000E+00    2      426     4    -5     T
      197  0.8300000E+02  0.50000E+00    2      430     4    -5     T
      199  0.8400000E+02  0.50000E+00    2      434     4    -5     T
      201  0.8500000E+02  0.50000E+00    2      438     4    -5     T
      203  0.8600000E+02  0.50000E+00    2      442     4    -5     T
      205  0.8700000E+02  0.50000E+00    2      446     4    -5     T
      207  0.8800000E+02  0.50000E+00    2      450     4    -5     T
      209  0.8900000E+02  0.50000E+00    2      454     4    -5     T
      211  0.9000000E+02  0.50000E+00    2      458     4    -5     T
      213  0.9100000E+02  0.50000E+00    6      466    -4    -5     T
      215  0.9200000E+02  0.50000E+00    3      473    -4    -5     T
      217  0.9300000E+02  0.50000E+00    4      481    -4    -5     T
      219  0.9400000E+02  0.50000E+00    3      486    -4    -5     T
      221  0.9500000E+02  0.50000E+00    4      492    -4    -5     T
      223  0.9600000E+02  0.50000E+00    5      500    -4    -5     T
      225  0.9700000E+02  0.50000E+00    4      508    -4    -5     T
      227  0.9800000E+02  0.50000E+00    4      516    -4    -5     T
      229  0.9900000E+02  0.50000E+00    4      523    -4    -5     T
      231  0.1000000E+03  0.50000E+00    4      530    -4    -5     T
      233  0.1010000E+03  0.50000E+00    3      536    -4    -5     T
      235  0.1020000E+03  0.50000E+00    4      543    -4    -5     T
      237  0.1030000E+03  0.50000E+00    2      547    -4    -5     T
      239  0.1040000E+03  0.50000E+00    2      551    -4    -5     T
      241  0.1050000E+03  0.50000E+00    3      556    -4    -5     T
      243  0.1060000E+03  0.50000E+00    2      560    -4    -5     T
      245  0.1070000E+03  0.50000E+00    2      564    -4    -5     T
      247  0.1080000E+03  0.50000E+00    2      568    -4    -5     T
      249  0.1090000E+03  0.50000E+00    2      572    -4    -5     T
      251  0.1100000E+03  0.50000E+00    2      576    -4    -5     T
      253  0.1110000E+03  0.50000E+00    2      580    -4    -5     T
      255  0.1120000E+03  0.50000E+00    2      584    -4    -5     T
      257  0.1130000E+03  0.50000E+00    2      588    -4    -5     T
      259  0.1140000E+03  0.50000E+00    2      592    -4    -5     T
      261  0.1150000E+03  0.50000E+00    2      596    -4    -5     T
      263  0.1160000E+03  0.50000E+00    2      600    -4    -5     T
      265  0.1170000E+03  0.50000E+00    2      604    -4    -5     T
      267  0.1180000E+03  0.50000E+00    2      608    -4    -5     T
