 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:17:10
 Units: L = mm   , T = days , M = mmol 


 Time:        0.0000


 Node      Depth      Head Moisture       K          C         Flux        Sink         Kappa   v/KsTop   Temp
           [L]        [L]    [-]        [L/T]      [1/L]      [L/T]        [1/T]         [-]      [-]      [C]

   1     0.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   2    -1.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   3    -2.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   4    -3.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   5    -4.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   6    -5.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   7    -6.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   8    -7.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
   9    -8.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
  10    -9.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
  11   -10.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
  12   -11.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
  13   -12.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
  14   -13.0000     -15.000 0.3517   0.2422E-04  0.4957E-03 -0.2422E-04  0.0000E+00      -1  -0.484E-04   20.00
