,Date,Precip,ET_cm,MinTemp,MaxTemp,AvgTemp,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h37,theta37,temp37
0,2023-01-01,0.0,0.07112,-6.275,4.775,-1.26458333333333,0.0,0.0,-7.014e-09,0.0,-0.00049437,0.0,0.0,3.606e-09,0.0,-0.00059199,-16.599,-7.5421,-16.776,0.0,0.0,32.851,0.0,5.7102e-09,0.0,-15.0,0.4439,20.0
1,2023-01-02,0.0,0.03556,-9.8,2.45,-4.71354166666667,0.03556,0.0,0.03556,0.0,-0.00026089,0.03556,0.0,0.03556,0.0,-0.00093883,-71.033,-7.5683,-17.802,0.0,0.0,32.815,0.0,0.03556,0.0,-15.0,0.4439,20.0
2,2023-01-03,0.0,0.10668,-8.45,2.175,-3.865625,0.10668,0.0,0.10668,0.0,-0.00013953,0.14224,0.0,0.14224,0.0,-0.001118,-366.09,-7.5923,-18.338,0.0,0.0,32.709,0.0,0.14224,0.0,-15.0,0.4439,20.0
3,2023-01-04,0.0,0.0762,-7.55,4.15,-2.59895833333333,0.0762,0.0,0.00062836,0.0,-7.3052e-05,0.21844,0.0,0.20908,0.0,-0.0012163,-1000000.0,-7.6381,-18.632,0.0,0.0,32.642,0.0,0.20908,0.0,-15.0,0.4439,20.0
4,2023-01-05,0.0,0.03302,-11.3,1.75,-4.66666666666667,0.03302,0.0,0.00061649,0.0,-4.8424e-05,0.25146,0.0,0.2097,0.0,-0.0012707,-1000000.0,-7.6346,-18.784,0.0,0.0,32.641,0.0,0.2097,0.0,-15.0,0.4439,20.0
5,2023-01-06,0.4267,0.04826,-2.2,4.325,1.20104166666667,0.04826,0.0,0.00060165,0.0,-4.7252e-05,0.29972,0.0,0.21031,0.0,-0.0013183,-1000000.0,-7.6306,-18.903,0.0,0.0,32.64,0.0,0.21031,0.0,-15.0,0.4439,20.0
6,2023-01-07,0.0,0.127,-1.55,6.8,2.52291666666667,0.127,0.0,0.00058476,0.0,-4.6104e-05,0.42672,0.0,0.2109,0.0,-0.0013647,-1000000.0,-7.6261,-19.018,0.0,0.0,32.64,0.0,0.2109,0.0,-15.0,0.4439,20.0
7,2023-01-08,0.0,0.18542,0.45,7.175,3.51770833333333,0.18542,0.0,0.00056659,0.0,-4.5002e-05,0.61214,0.0,0.21147,0.0,-0.00141,-1000000.0,-7.6209,-19.13,0.0,0.0,32.639,0.0,0.21147,0.0,-15.0,0.4439,20.0
8,2023-01-09,0.0,0.1778,-0.6,5.775,2.91770833333333,0.1778,0.0,0.00054757,0.0,-4.3929e-05,0.78994,0.0,0.21202,0.0,-0.0014542,-1000000.0,-7.6151,-19.24,0.0,0.0,32.638,0.0,0.21202,0.0,-15.0,0.4439,20.0
9,2023-01-10,0.0,0.09652,-7.15,7.1,0.789583333333333,0.09652,0.0,0.00052815,0.0,-4.2856e-05,0.88646,0.0,0.21255,0.0,-0.0014973,-1000000.0,-7.6089,-19.347,0.0,0.0,32.638,0.0,0.21255,0.0,-15.0,0.4439,20.0
10,2023-01-11,0.0017,0.04572,-7.9,3.25,-3.36770833333333,0.04572,0.0,0.0005086,0.0,-4.1842e-05,0.93218,0.0,0.21307,0.0,-0.0015394,-1000000.0,-7.6018,-19.452,0.0,0.0,32.637,0.0,0.21307,0.0,-15.0,0.4439,20.0
11,2023-01-12,0.0,0.19304,-2.55,7.25,3.34895833333333,0.19304,0.0,0.00048916,0.0,-4.0829e-05,1.1252,0.0,0.21356,0.0,-0.0015805,-1000000.0,-7.5944,-19.554,0.0,0.0,32.637,0.0,0.21356,0.0,-15.0,0.4439,20.0
12,2023-01-13,0.0,0.23114,5.425,10.05,7.59479166666667,0.23114,0.0,0.00046997,0.0,-3.9846e-05,1.3564,0.0,0.21404,0.0,-0.0016206,-1000000.0,-7.5862,-19.653,0.0,0.0,32.636,0.0,0.21404,0.0,-15.0,0.4439,20.0
13,2023-01-14,0.0,0.17272,0.625,9.625,5.56979166666667,0.17272,0.0,0.00045113,0.0,-3.8892e-05,1.5291,0.0,0.21449,0.0,-0.0016597,-1000000.0,-7.5774,-19.75,0.0,0.0,32.636,0.0,0.21449,0.0,-15.01,0.4439,20.0
14,2023-01-15,0.0,0.03302,-0.75,4.825,1.30833333333333,0.03302,0.0,0.00043273,0.0,-3.7968e-05,1.5621,0.0,0.21493,0.0,-0.0016979,-1000000.0,-7.5681,-19.845,0.0,0.0,32.635,0.0,0.21493,0.0,-15.01,0.4439,20.0
15,2023-01-16,0.068,0.02032,-1.675,3.35,0.201041666666667,0.02032,0.0,0.0004148,0.0,-3.7044e-05,1.5824,0.0,0.21535,0.0,-0.0017352,-1000000.0,-7.5583,-19.938,0.0,0.0,32.635,0.0,0.21535,0.0,-15.02,0.4439,20.0
