 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:21: 4
 Units: L = mm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency

        3  0.1000000E+01  0.30000E+00    2        6    -4    -5     T
        9  0.2000000E+01  0.16667E+00    2       35    -4    -5     T
       13  0.3000000E+01  0.25000E+00    5       53    -4    -5     T
       25  0.4000000E+01  0.32637E-01    2      127     4    -5     T
       33  0.5000000E+01  0.34865E+00    2      143     4    -5     T
       36  0.6000000E+01  0.33333E+00    2      149     4    -5     T
       38  0.7000000E+01  0.50000E+00    2      153     4    -5     T
       40  0.8000000E+01  0.50000E+00    2      157     4    -5     T
       42  0.9000000E+01  0.50000E+00    2      161     4    -5     T
       44  0.1000000E+02  0.50000E+00    2      165     4    -5     T
       46  0.1100000E+02  0.50000E+00    2      169     4    -5     T
       48  0.1200000E+02  0.50000E+00    2      173     4    -5     T
       50  0.1300000E+02  0.50000E+00    2      177     4    -5     T
       52  0.1400000E+02  0.50000E+00    2      181     4    -5     T
       54  0.1500000E+02  0.50000E+00    2      185     4    -5     T
       56  0.1600000E+02  0.50000E+00    2      189     4    -5     T
       58  0.1700000E+02  0.50000E+00    2      193     4    -5     T
       60  0.1800000E+02  0.50000E+00    2      197     4    -5     T
       62  0.1900000E+02  0.50000E+00    2      201     4    -5     T
       64  0.2000000E+02  0.50000E+00    2      205     4    -5     T
       66  0.2100000E+02  0.50000E+00    2      209     4    -5     T
       68  0.2200000E+02  0.50000E+00    2      213     4    -5     T
       70  0.2300000E+02  0.50000E+00    2      217     4    -5     T
       72  0.2400000E+02  0.50000E+00    2      221     4    -5     T
       74  0.2500000E+02  0.50000E+00    2      225     4    -5     T
       76  0.2600000E+02  0.50000E+00    2      229     4    -5     T
       78  0.2700000E+02  0.50000E+00    2      233     4    -5     T
       80  0.2800000E+02  0.50000E+00    2      237     4    -5     T
       82  0.2900000E+02  0.50000E+00    2      241     4    -5     T
       84  0.3000000E+02  0.50000E+00    2      245     4    -5     T
       86  0.3100000E+02  0.50000E+00    2      249     4    -5     T
       88  0.3200000E+02  0.50000E+00    2      253     4    -5     T
       90  0.3300000E+02  0.50000E+00    2      257     4    -5     T
       92  0.3400000E+02  0.50000E+00    2      261     4    -5     T
       94  0.3500000E+02  0.50000E+00    2      265     4    -5     T
       96  0.3600000E+02  0.50000E+00    2      269     4    -5     T
       98  0.3700000E+02  0.50000E+00    2      273     4    -5     T
      100  0.3800000E+02  0.50000E+00    2      277     4    -5     T
      102  0.3900000E+02  0.50000E+00    2      281     4    -5     T
      104  0.4000000E+02  0.50000E+00    2      285     4    -5     T
      106  0.4100000E+02  0.50000E+00    2      289     4    -5     T
      108  0.4200000E+02  0.50000E+00    2      293     4    -5     T
      110  0.4300000E+02  0.50000E+00    2      297     4    -5     T
      112  0.4400000E+02  0.50000E+00    2      301     4    -5     T
      114  0.4500000E+02  0.50000E+00    2      305     4    -5     T
      116  0.4600000E+02  0.50000E+00    2      309     4    -5     T
      118  0.4700000E+02  0.50000E+00    2      313     4    -5     T
      120  0.4800000E+02  0.50000E+00    2      317     4    -5     T
      122  0.4900000E+02  0.50000E+00    2      321     4    -5     T
      124  0.5000000E+02  0.50000E+00    2      325     4    -5     T
      126  0.5100000E+02  0.50000E+00    2      329     4    -5     T
      128  0.5200000E+02  0.50000E+00    2      333     4    -5     T
      130  0.5300000E+02  0.50000E+00    2      337     4    -5     T
      132  0.5400000E+02  0.50000E+00    2      341     4    -5     T
      134  0.5500000E+02  0.50000E+00    2      345     4    -5     T
      136  0.5600000E+02  0.50000E+00    2      349     4    -5     T
      138  0.5700000E+02  0.50000E+00    2      353     4    -5     T
      140  0.5800000E+02  0.50000E+00    2      357     4    -5     T
      142  0.5900000E+02  0.50000E+00    2      361     4    -5     T
      144  0.6000000E+02  0.50000E+00    2      365     4    -5     T
      146  0.6100000E+02  0.50000E+00    2      369     4    -5     T
      148  0.6200000E+02  0.50000E+00    2      373     4    -5     T
      150  0.6300000E+02  0.50000E+00    2      377     4    -5     T
      152  0.6400000E+02  0.50000E+00    2      381     4    -5     T
      154  0.6500000E+02  0.50000E+00    2      385     4    -5     T
      156  0.6600000E+02  0.50000E+00    2      389     4    -5     T
      158  0.6700000E+02  0.50000E+00    2      393     4    -5     T
      160  0.6800000E+02  0.50000E+00    2      397     4    -5     T
      162  0.6900000E+02  0.50000E+00    2      401     4    -5     T
      164  0.7000000E+02  0.50000E+00    2      405     4    -5     T
      166  0.7100000E+02  0.50000E+00    2      409     4    -5     T
      168  0.7200000E+02  0.50000E+00    2      413     4    -5     T
      170  0.7300000E+02  0.50000E+00    2      417     4    -5     T
      172  0.7400000E+02  0.50000E+00    2      421     4    -5     T
      174  0.7500000E+02  0.50000E+00    2      425     4    -5     T
      176  0.7600000E+02  0.50000E+00    2      429     4    -5     T
      178  0.7700000E+02  0.50000E+00    2      433     4    -5     T
      180  0.7800000E+02  0.50000E+00    2      437     4    -5     T
      182  0.7900000E+02  0.50000E+00    2      441     4    -5     T
      184  0.8000000E+02  0.50000E+00    2      445     4    -5     T
