scenario.name,ss.name,thetar,thetas,alpha,n,ksat,l,thrfr,thsfr,alphafr,nfr,ksfr,lfr,w,beta,gamma,a,ka
ClayLoam,ClayLoa,0.0792,0.4418,0.0158,1.4145,8.18,0.5,0.01,0.3,0.001,1.5,100,0.5,0.2,1.3,0.4,2,0.0003
